"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"PredationMortality of Phytoplankton"

year\group,Benthos,Zooplankton,
2000,3.533305,165.6154
2001,1.8051554,93.39579
2002,1.7873024,93.42318
2003,1.7912726,94.06103
2004,1.7964153,94.57194
2005,1.800209,94.82025
2006,1.8020701,94.88064
2007,1.8026263,94.84448
2008,1.8026892,94.77448
2009,1.8027426,94.70413
2010,1.8029956,94.64332
2011,1.803461,94.58843
2012,1.8040727,94.53181
2013,1.8047657,94.46683
2014,1.8054943,94.3906
2015,1.80625,94.303894
2016,1.8070436,94.20913
2017,1.8078833,94.108765
2018,1.808774,94.00463
2019,1.8097115,93.89737
2020,1.8105251,93.782074
2021,1.811176,93.674416
2022,1.8119116,93.58273
2023,1.8127238,93.50357
2024,1.8135648,93.42951
2025,1.8143944,93.35495
2026,1.8151904,93.277985
2027,1.8159542,93.19895
2028,1.8166937,93.118996
2029,1.8174171,93.039
2030,1.8181299,92.95914
2031,1.8188329,92.8793
2032,1.8195232,92.799194
2033,1.8202004,92.7188
2034,1.8208672,92.638306
2035,1.8215233,92.55771
2036,1.8221201,92.47629
2037,1.8226293,92.39978
2038,1.8231882,92.33628
2039,1.8238322,92.27834
2040,1.8244437,92.21714
2041,1.8249102,92.17571
2042,1.8251785,92.16886
2043,1.8254608,92.1637
2044,1.8258047,92.172295
2045,1.8260969,92.17574
2046,1.8264061,92.18561
2047,1.8266511,92.18878
2048,1.8269129,92.19794
2049,1.827125,92.20196
