"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"PredationMortality of Mackerel"

year\group,Whales,Mackerel,
2000,0.101278104,0.20171325
2001,0.091793425,0.20215361
2002,0.09183455,0.22698182
2003,0.11174959,0.29109377
2004,0.1281821,0.32542506
2005,0.13566212,0.3189713
2006,0.13743457,0.29936948
2007,0.13698365,0.2826051
2008,0.13633877,0.27198124
2009,0.13637298,0.2665303
2010,0.13718902,0.26433292
2011,0.13849983,0.26362276
2012,0.13995147,0.26323155
2013,0.14129777,0.26263753
2014,0.14244087,0.26178554
2015,0.14339478,0.26083204
2016,0.14421491,0.25993732
2017,0.14494927,0.25918272
2018,0.145622,0.25857547
2019,0.14623316,0.25807837
2020,0.14680006,0.2577277
2021,0.1476229,0.2579885
2022,0.14890622,0.25889018
2023,0.15048178,0.25988463
2024,0.15208766,0.2604998
2025,0.1535517,0.2605933
2026,0.15482816,0.26028404
2027,0.1559515,0.25977513
2028,0.15697257,0.25922194
2029,0.1579239,0.25869605
2030,0.15881446,0.2582093
2031,0.15963669,0.25774616
2032,0.16038305,0.25729868
2033,0.16105494,0.25687373
2034,0.161658,0.25648078
2035,0.16219425,0.25612015
2036,0.16268228,0.25582382
2037,0.163301,0.25583443
2038,0.1642529,0.25628892
2039,0.1652977,0.256657
2040,0.16609906,0.2565367
2041,0.16664527,0.2561163
2042,0.16731922,0.25601247
2043,0.1683275,0.25633404
2044,0.16949242,0.2566755
2045,0.17060554,0.25675675
2046,0.17158659,0.25656876
2047,0.17244266,0.2562209
2048,0.17321391,0.25582388
2049,0.1739227,0.25542757
