"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"PredationMortality of Cod"

year\group,Whales,Seals,Whiting,
2000,0.018328909,0.009123823,0.07465104
2001,0.015560586,0.007880335,0.071599655
2002,0.015403497,0.008144546,0.08303232
2003,0.017254373,0.008808162,0.10005041
2004,0.018724168,0.009321417,0.10977561
2005,0.019503137,0.009658073,0.11151802
2006,0.019726915,0.009947393,0.10899684
2007,0.019609453,0.010213626,0.10511699
2008,0.019336015,0.010415374,0.10119879
2009,0.019017767,0.010556082,0.09758392
2010,0.018698057,0.010632881,0.09419277
2011,0.018382259,0.010643848,0.09087058
2012,0.018063191,0.010591657,0.08751753
2013,0.017732654,0.010482159,0.084106855
2014,0.01738895,0.010324888,0.08067476
2015,0.01703483,0.010130262,0.077266976
2016,0.016674357,0.009907876,0.0739141
2017,0.016311992,0.009666628,0.070633925
2018,0.01595143,0.009414277,0.067429446
2019,0.015595238,0.009157237,0.06429923
2020,0.015262621,0.0089113945,0.06155813
2021,0.014996768,0.008701737,0.059466418
2022,0.014792438,0.008520293,0.057838734
2023,0.014633618,0.008358791,0.056495365
2024,0.01450441,0.008212316,0.055311684
2025,0.014392105,0.008077572,0.05421376
2026,0.014289276,0.007952689,0.053169083
2027,0.014192443,0.007836393,0.052163195
2028,0.014100225,0.007727662,0.0511869
2029,0.014011989,0.007625645,0.050231572
2030,0.013927098,0.007529588,0.04928578
2031,0.013844709,0.0074388073,0.048339996
2032,0.0137643665,0.007352935,0.04739063
2033,0.013685915,0.007271686,0.046435818
2034,0.013609332,0.0071947835,0.045471404
2035,0.013534527,0.00712193,0.044493884
2036,0.013464172,0.007054292,0.043605343
2037,0.0134086525,0.0069957282,0.04297054
2038,0.013373016,0.006945718,0.04248455
2039,0.013345763,0.0068984427,0.041963253
2040,0.013318713,0.006853363,0.04138809
2041,0.013291323,0.006812105,0.040895797
2042,0.013274811,0.006778428,0.04060756
2043,0.013272374,0.006749814,0.040477946
2044,0.013280891,0.0067247674,0.040453915
2045,0.01329529,0.00670262,0.04049897
2046,0.013311736,0.006682974,0.04059215
2047,0.013328143,0.0066654533,0.040721606
2048,0.013343833,0.0066497917,0.040879466
2049,0.013358454,0.006635681,0.041058395
