"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"Prey of Whiting"

year\group,Cod,Whiting,Anchovy,Shrimp,Benthos,
2000,0.034575835,0.037470065,0.47137937,0.10012913,0.35644564
2001,0.03185704,0.037459683,0.48988453,0.1178134,0.32298538
2002,0.03520398,0.04392394,0.47730187,0.117764115,0.32580605
2003,0.040624768,0.05290843,0.43812457,0.11585837,0.35248387
2004,0.04316002,0.05839731,0.41165915,0.11530713,0.37147632
2005,0.042787503,0.060117047,0.4018625,0.115787506,0.37944552
2006,0.04093608,0.059668217,0.4027849,0.116806276,0.37980452
2007,0.038633436,0.058414612,0.40847698,0.11789721,0.3765777
2008,0.036339864,0.057080332,0.41504583,0.11897755,0.37255642
2009,0.03418301,0.055901304,0.42068908,0.120162986,0.3690636
2010,0.03214447,0.05485337,0.42508638,0.121567,0.36634883
2011,0.030175537,0.05383679,0.4286332,0.12322872,0.36412573
2012,0.028240269,0.052768886,0.43184686,0.12512612,0.36201787
2013,0.026324453,0.05161427,0.43507424,0.12722385,0.35976318
2014,0.024435757,0.050381135,0.43843147,0.1294873,0.35726437
2015,0.022586497,0.04909252,0.44187757,0.13189976,0.35454366
2016,0.020786345,0.047767926,0.4453195,0.134467,0.3516592
2017,0.019043097,0.046419054,0.44867793,0.13720267,0.34865728
2018,0.017361185,0.045047272,0.45191208,0.14012124,0.34555817
2019,0.015744599,0.043650016,0.4550149,0.14323507,0.3423554
2020,0.014295831,0.042419855,0.45782265,0.14636484,0.33909687
2021,0.01308624,0.041519735,0.45992765,0.14911999,0.3363464
2022,0.012054507,0.040867683,0.46118405,0.15161072,0.33428302
2023,0.011147723,0.040358588,0.46185473,0.15397136,0.3326676
2024,0.010329391,0.03991035,0.4622989,0.1562316,0.33122978
2025,0.009576806,0.039474856,0.4627488,0.15840611,0.32979336
2026,0.008878062,0.039034564,0.46327916,0.1605084,0.32829985
2027,0.008226159,0.03858567,0.46386912,0.16255842,0.32676062
2028,0.0076160696,0.038127247,0.4644762,0.16457798,0.32520244
2029,0.0070435987,0.03765693,0.465075,0.16658351,0.32364097
2030,0.006504605,0.037168663,0.4656649,0.16858618,0.3220757
2031,0.005995788,0.036656726,0.46626082,0.1705933,0.3204933
2032,0.005515212,0.03611938,0.46687666,0.17260219,0.3188865
2033,0.00506142,0.035556313,0.46751693,0.1746095,0.31725582
2034,0.00463283,0.034965485,0.46818304,0.17661482,0.31560388
2035,0.0042281724,0.034345128,0.46887946,0.17861883,0.3139284
2036,0.003859354,0.033775967,0.4695556,0.18053567,0.31227344
2037,0.003543223,0.033393297,0.4699966,0.18216376,0.31090316
2038,0.0032641701,0.033123214,0.47004732,0.18358327,0.30998203
2039,0.0030008436,0.03281543,0.46996927,0.18506707,0.30914736
2040,0.002751043,0.03244703,0.47009644,0.18653347,0.30817202
2041,0.0025259608,0.03213099,0.47038803,0.18785013,0.3071049
2042,0.0023333426,0.03197929,0.47045183,0.18888241,0.30635306
2043,0.002166528,0.031958222,0.47010887,0.18977195,0.30599442
2044,0.0020196305,0.03202059,0.46953282,0.19056241,0.30586454
2045,0.0018885173,0.032133084,0.46892262,0.19123143,0.30582443
2046,0.0017704127,0.03227773,0.46835005,0.19178247,0.30581936
2047,0.0016634114,0.032446545,0.4678179,0.19223607,0.30583605
2048,0.0015660222,0.03263456,0.46729675,0.1926148,0.3058879
2049,0.0014770022,0.0328371,0.46677554,0.19293801,0.30597237
