"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"PredationMortality of Shrimp"

year\group,Seals,Cod,Whiting,
2000,0.009404377,0.8205092,0.60158473
2001,0.010004974,0.9056246,0.6697476
2002,0.010333174,0.95151466,0.773654
2003,0.009999664,0.92767054,0.86026365
2004,0.009947077,0.89880425,0.9028223
2005,0.010252905,0.8779881,0.91297656
2006,0.010852467,0.8651101,0.9082914
2007,0.011605755,0.85630125,0.89930886
2008,0.012371346,0.84826845,0.89054537
2009,0.01311018,0.83936524,0.8830344
2010,0.013807353,0.8290696,0.8761942
2011,0.0144613795,0.8174684,0.86921215
2012,0.015075862,0.804727,0.8615349
2013,0.015655346,0.7908911,0.85302967
2014,0.0162036,0.7759159,0.84389657
2015,0.016723774,0.75961405,0.83435655
2016,0.0172207,0.7417565,0.8245582
2017,0.017701533,0.7221524,0.8145759
2018,0.01817525,0.70061785,0.8043681
2019,0.018652283,0.67702365,0.7938741
2020,0.019134512,0.65363306,0.78620607
2021,0.0195734,0.6313383,0.78246313
2022,0.019948237,0.6090625,0.7809078
2023,0.020281253,0.5868786,0.7805434
2024,0.020592088,0.5648292,0.78058845
2025,0.02089464,0.5429044,0.7805913
2026,0.02119662,0.52109355,0.78039175
2027,0.021501107,0.49935588,0.7799297
2028,0.021809528,0.47765586,0.7791631
2029,0.022123061,0.45597294,0.7780346
2030,0.022443132,0.4342778,0.7764337
2031,0.022771843,0.41257143,0.77427715
2032,0.023110412,0.39088655,0.77152824
2033,0.023459041,0.36925614,0.7681525
2034,0.023817867,0.34769905,0.7640753
2035,0.02418764,0.32625598,0.7592416
2036,0.024562785,0.3057646,0.75521165
2037,0.02490297,0.2871898,0.7540236
2038,0.025178013,0.26959088,0.75361013
2039,0.025440158,0.2522789,0.75202274
2040,0.025718287,0.23545139,0.74935526
2041,0.026002562,0.21990715,0.74779373
2042,0.026246702,0.20596983,0.7486665
2043,0.026426377,0.1932723,0.7511305
2044,0.026566485,0.18169616,0.7547199
2045,0.026677243,0.17110081,0.7589744
2046,0.026767435,0.1613748,0.7636617
2047,0.026840439,0.15241615,0.7686402
2048,0.02689968,0.14414074,0.77383024
2049,0.026946517,0.136473,0.7791378
