"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,"Prey of Seals"

year\group,Cod,Whiting,Shrimp,Benthos,
2000,0.026442535,0.036669936,0.009946796,0.92694074
2001,0.025926538,0.039094556,0.013030406,0.9219485
2002,0.028315946,0.04492971,0.012900569,0.9138538
2003,0.030498251,0.050277766,0.011486371,0.90773755
2004,0.030864997,0.052935082,0.010699977,0.9054999
2005,0.029839518,0.053487938,0.010470185,0.9062023
2006,0.028271278,0.05302992,0.010559995,0.9081388
2007,0.026611993,0.05225729,0.010785227,0.91034555
2008,0.025005175,0.051480655,0.011049288,0.9124649
2009,0.023461014,0.050766815,0.011318273,0.9144539
2010,0.021961084,0.05007908,0.011593398,0.9163664
2011,0.020496882,0.049366865,0.011888574,0.9182477
2012,0.019069623,0.048598006,0.012216461,0.9201159
2013,0.017684007,0.04776603,0.01258524,0.9219647
2014,0.016348442,0.046884615,0.012997333,0.92376953
2015,0.0150672225,0.045968886,0.013452242,0.9255116
2016,0.013840705,0.04502805,0.013950519,0.92718077
2017,0.012668663,0.044065908,0.014494342,0.9287711
2018,0.0115498705,0.043079555,0.015087648,0.9302829
2019,0.010483901,0.042064827,0.015736206,0.9317151
2020,0.0095358165,0.041193124,0.016415149,0.9328559
2021,0.008742035,0.040574405,0.01703064,0.93365294
2022,0.00805656,0.040124413,0.017571948,0.934247
2023,0.007449363,0.039768543,0.018069899,0.9347122
2024,0.006901328,0.03945331,0.01854681,0.93509847
2025,0.006399779,0.039147858,0.01901812,0.9354343
2026,0.0059368187,0.038839992,0.019491388,0.9357319
2027,0.005506758,0.038524844,0.01996966,0.9359987
2028,0.0051052575,0.038199116,0.020454787,0.9362409
2029,0.0047289454,0.037859146,0.020948602,0.93646336
2030,0.004374834,0.037498977,0.021453494,0.9366727
2031,0.004040692,0.037113905,0.021972625,0.9368728
2032,0.0037251536,0.036702525,0.022507178,0.9370651
2033,0.0034271032,0.03626417,0.023057295,0.9372514
2034,0.003145353,0.035796266,0.023623401,0.937435
2035,0.0028789884,0.035296865,0.024206715,0.9376175
2036,0.0026356885,0.034842562,0.024787785,0.9377339
2037,0.002425296,0.034549803,0.02529415,0.9377308
2038,0.002236793,0.034334917,0.025707347,0.93772095
2039,0.002058347,0.03407516,0.026121318,0.93774515
2040,0.0018898497,0.033764414,0.026558174,0.93778753
2041,0.001738436,0.033512358,0.026987018,0.93776226
2042,0.0016075174,0.033404574,0.02732764,0.9376604
2043,0.0014924738,0.033400357,0.027579457,0.93752766
2044,0.0013903006,0.0334643,0.027775586,0.93736976
2045,0.0012988788,0.033573646,0.02793024,0.9371972
2046,0.0012165022,0.033713493,0.028052883,0.93701714
2047,0.0011418985,0.03387697,0.028149744,0.9368314
2048,0.0010739615,0.034057338,0.02822455,0.9366441
2049,0.0010118457,0.034250356,0.028281482,0.93645626
