"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:47"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER end/>"

Data,ValueFleetGroup

year,fleet,group,value
2025,1,8,0
2025,1,9,0
2025,1,10,0
2025,1,11,0
2025,2,1,0
2025,2,2,0
2025,2,3,6.120783
2025,2,4,3.0400887
2025,2,5,0
2025,2,6,0
2025,2,7,0
2025,2,8,0
2025,2,9,0
2025,2,10,0
2025,2,11,0
2025,3,1,0
2025,3,2,0
2025,3,3,0
2025,3,4,0
2025,3,5,2.570421
2025,3,6,3.071201
2025,3,7,0
2025,3,8,0
2025,3,9,0
2025,3,10,0
2025,3,11,0
2025,4,1,0
2025,4,2,0
2025,4,3,0
2025,4,4,0
2025,4,5,0
2025,4,6,0.76780015
2025,4,7,0
2025,4,8,0
2025,4,9,0
2025,4,10,0
2025,4,11,0
2025,5,1,0
2025,5,2,0
2025,5,3,0
2025,5,4,0
2025,5,5,0
2025,5,6,0
2025,5,7,20.589647
2025,5,8,0
2025,5,9,0
2025,5,10,0
2025,5,11,0
2026,1,1,0
2026,1,2,0
2026,1,3,0
2026,1,4,0
2026,1,5,0
2026,1,6,0
2026,1,7,0
2026,1,8,0
2026,1,9,0
2026,1,10,0
2026,1,11,0
2026,2,1,0
2026,2,2,0
2026,2,3,5.8903317
2026,2,4,3.090746
2026,2,5,0
2026,2,6,0
2026,2,7,0
2026,2,8,0
2026,2,9,0
2026,2,10,0
2026,2,11,0
2026,3,1,0
2026,3,2,0
2026,3,3,0
2026,3,4,0
2026,3,5,2.5851455
2026,3,6,3.0854218
2026,3,7,0
2026,3,8,0
2026,3,9,0
2026,3,10,0
2026,3,11,0
2026,4,1,0
2026,4,2,0
2026,4,3,0
2026,4,4,0
2026,4,5,0
2026,4,6,0.77135533
2026,4,7,0
2026,4,8,0
2026,4,9,0
2026,4,10,0
2026,4,11,0
2026,5,1,0
2026,5,2,0
2026,5,3,0
2026,5,4,0
2026,5,5,0
2026,5,6,0
2026,5,7,20.828533
2026,5,8,0
2026,5,9,0
2026,5,10,0
2026,5,11,0
2027,1,1,0
2027,1,2,0
2027,1,3,0
2027,1,4,0
2027,1,5,0
2027,1,6,0
2027,1,7,0
2027,1,8,0
2027,1,9,0
2027,1,10,0
2027,1,11,0
2027,2,1,0
2027,2,2,0
2027,2,3,5.662482
2027,2,4,3.1415079
2027,2,5,0
2027,2,6,0
2027,2,7,0
2027,2,8,0
2027,2,9,0
2027,2,10,0
2027,2,11,0
2027,3,1,0
2027,3,2,0
2027,3,3,0
2027,3,4,0
2027,3,5,2.5995
2027,3,6,3.0999231
2027,3,7,0
2027,3,8,0
2027,3,9,0
2027,3,10,0
2027,3,11,0
2027,4,1,0
2027,4,2,0
2027,4,3,0
2027,4,4,0
2027,4,5,0
2027,4,6,0.7749808
2027,4,7,0
2027,4,8,0
2027,4,9,0
2027,4,10,0
2027,4,11,0
2027,5,1,0
2027,5,2,0
2027,5,3,0
2027,5,4,0
2027,5,5,0
2027,5,6,0
2027,5,7,21.06344
2027,5,8,0
2027,5,9,0
2027,5,10,0
2027,5,11,0
2028,1,1,0
2028,1,2,0
2028,1,3,0
2028,1,4,0
2028,1,5,0
2028,1,6,0
2028,1,7,0
2028,1,8,0
2028,1,9,0
2028,1,10,0
2028,1,11,0
2028,2,1,0
2028,2,2,0
2028,2,3,5.4360156
2028,2,4,3.1919115
2028,2,5,0
2028,2,6,0
2028,2,7,0
2028,2,8,0
2028,2,9,0
2028,2,10,0
2028,2,11,0
2028,3,1,0
2028,3,2,0
2028,3,3,0
2028,3,4,0
2028,3,5,2.6141078
2028,3,6,3.114413
2028,3,7,0
2028,3,8,0
2028,3,9,0
2028,3,10,0
2028,3,11,0
2028,4,1,0
2028,4,2,0
2028,4,3,0
2028,4,4,0
2028,4,5,0
2028,4,6,0.77860326
2028,4,7,0
2028,4,8,0
2028,4,9,0
2028,4,10,0
2028,4,11,0
2028,5,1,0
2028,5,2,0
2028,5,3,0
2028,5,4,0
2028,5,5,0
2028,5,6,0
2028,5,7,21.295341
2028,5,8,0
2028,5,9,0
2028,5,10,0
2028,5,11,0
2029,1,1,0
2029,1,2,0
2029,1,3,0
2029,1,4,0
2029,1,5,0
2029,1,6,0
2029,1,7,0
2029,1,8,0
2029,1,9,0
2029,1,10,0
2029,1,11,0
2029,2,1,0
2029,2,2,0
2029,2,3,5.210069
2029,2,4,3.2414792
2029,2,5,0
2029,2,6,0
2029,2,7,0
2029,2,8,0
2029,2,9,0
2029,2,10,0
2029,2,11,0
2029,3,1,0
2029,3,2,0
2029,3,3,0
2029,3,4,0
2029,3,5,2.629121
2029,3,6,3.1287668
2029,3,7,0
2029,3,8,0
2029,3,9,0
2029,3,10,0
2029,3,11,0
2029,4,1,0
2029,4,2,0
2029,4,3,0
2029,4,4,0
2029,4,5,0
2029,4,6,0.7821916
2029,4,7,0
2029,4,8,0
2029,4,9,0
2029,4,10,0
2029,4,11,0
2029,5,1,0
2029,5,2,0
2029,5,3,0
2029,5,4,0
2029,5,5,0
2029,5,6,0
2029,5,7,21.525202
2029,5,8,0
2029,5,9,0
2029,5,10,0
2029,5,11,0
2030,1,1,0
2030,1,2,0
2030,1,3,0
2030,1,4,0
2030,1,5,0
2030,1,6,0
2030,1,7,0
2030,1,8,0
2030,1,9,0
2030,1,10,0
2030,1,11,0
2030,2,1,0
2030,2,2,0
2030,2,3,4.9852996
2030,2,4,3.2906249
2030,2,5,0
2030,2,6,0
2030,2,7,0
2030,2,8,0
2030,2,9,0
2030,2,10,0
2030,2,11,0
2030,3,1,0
2030,3,2,0
2030,3,3,0
2030,3,4,0
2030,3,5,2.6445544
2030,3,6,3.143047
2030,3,7,0
2030,3,8,0
2030,3,9,0
2030,3,10,0
2030,3,11,0
2030,4,1,0
2030,4,2,0
2030,4,3,0
2030,4,4,0
2030,4,5,0
2030,4,6,0.78576165
2030,4,7,0
2030,4,8,0
2030,4,9,0
2030,4,10,0
2030,4,11,0
2030,5,1,0
2030,5,2,0
2030,5,3,0
2030,5,4,0
2030,5,5,0
2030,5,6,0
2030,5,7,21.754152
2030,5,8,0
2030,5,9,0
2030,5,10,0
2030,5,11,0
2031,1,1,0
2031,1,2,0
2031,1,3,0
2031,1,4,0
2031,1,5,0
2031,1,6,0
2031,1,7,0
2031,1,8,0
2031,1,9,0
2031,1,10,0
2031,1,11,0
2031,2,1,0
2031,2,2,0
2031,2,3,4.7594337
2031,2,4,3.3377912
2031,2,5,0
2031,2,6,0
2031,2,7,0
2031,2,8,0
2031,2,9,0
2031,2,10,0
2031,2,11,0
2031,3,1,0
2031,3,2,0
2031,3,3,0
2031,3,4,0
2031,3,5,2.6604807
2031,3,6,3.157417
2031,3,7,0
2031,3,8,0
2031,3,9,0
2031,3,10,0
2031,3,11,0
2031,4,1,0
2031,4,2,0
2031,4,3,0
2031,4,4,0
2031,4,5,0
2031,4,6,0.78935415
2031,4,7,0
2031,4,8,0
2031,4,9,0
2031,4,10,0
2031,4,11,0
2031,5,1,0
2031,5,2,0
2031,5,3,0
2031,5,4,0
2031,5,5,0
2031,5,6,0
2031,5,7,21.98323
2031,5,8,0
2031,5,9,0
2031,5,10,0
2031,5,11,0
2032,1,1,0
2032,1,2,0
2032,1,3,0
2032,1,4,0
2032,1,5,0
2032,1,6,0
2032,1,7,0
2032,1,8,0
2032,1,9,0
2032,1,10,0
2032,1,11,0
2032,2,1,0
2032,2,2,0
2032,2,3,4.5325713
2032,2,4,3.3827028
2032,2,5,0
2032,2,6,0
2032,2,7,0
2032,2,8,0
2032,2,9,0
2032,2,10,0
2032,2,11,0
2032,3,1,0
2032,3,2,0
2032,3,3,0
2032,3,4,0
2032,3,5,2.6770499
2032,3,6,3.171962
2032,3,7,0
2032,3,8,0
2032,3,9,0
2032,3,10,0
2032,3,11,0
2032,4,1,0
2032,4,2,0
2032,4,3,0
2032,4,4,0
2032,4,5,0
2032,4,6,0.7929905
2032,4,7,0
2032,4,8,0
2032,4,9,0
2032,4,10,0
2032,4,11,0
2032,5,1,0
2032,5,2,0
2032,5,3,0
2032,5,4,0
2032,5,5,0
2032,5,6,0
2032,5,7,22.212244
2032,5,8,0
2032,5,9,0
2032,5,10,0
2032,5,11,0
2033,1,1,0
2033,1,2,0
2033,1,3,0
2033,1,4,0
2033,1,5,0
2033,1,6,0
2033,1,7,0
2033,1,8,0
2033,1,9,0
2033,1,10,0
2033,1,11,0
2033,2,1,0
2033,2,2,0
2033,2,3,4.304944
2033,2,4,3.4250858
2033,2,5,0
2033,2,6,0
2033,2,7,0
2033,2,8,0
2033,2,9,0
2033,2,10,0
2033,2,11,0
2033,3,1,0
2033,3,2,0
2033,3,3,0
2033,3,4,0
2033,3,5,2.6943998
2033,3,6,3.186695
2033,3,7,0
2033,3,8,0
2033,3,9,0
2033,3,10,0
2033,3,11,0
2033,4,1,0
2033,4,2,0
2033,4,3,0
2033,4,4,0
2033,4,5,0
2033,4,6,0.7966737
2033,4,7,0
2033,4,8,0
2033,4,9,0
2033,4,10,0
2033,4,11,0
2033,5,1,0
2033,5,2,0
2033,5,3,0
2033,5,4,0
2033,5,5,0
2033,5,6,0
2033,5,7,22.440916
2033,5,8,0
2033,5,9,0
2033,5,10,0
2033,5,11,0
2034,1,1,0
2034,1,2,0
2034,1,3,0
2034,1,4,0
2034,1,5,0
2034,1,6,0
2034,1,7,0
2034,1,8,0
2034,1,9,0
2034,1,10,0
2034,1,11,0
2034,2,1,0
2034,2,2,0
2034,2,3,4.077783
2034,2,4,3.465471
2034,2,5,0
2034,2,6,0
2034,2,7,0
2034,2,8,0
2034,2,9,0
2034,2,10,0
2034,2,11,0
2034,3,1,0
2034,3,2,0
2034,3,3,0
2034,3,4,0
2034,3,5,2.7126186
2034,3,6,3.2016218
2034,3,7,0
2034,3,8,0
2034,3,9,0
2034,3,10,0
2034,3,11,0
2034,4,1,0
2034,4,2,0
2034,4,3,0
2034,4,4,0
2034,4,5,0
2034,4,6,0.8004053
2034,4,7,0
2034,4,8,0
2034,4,9,0
2034,4,10,0
2034,4,11,0
2034,5,1,0
2034,5,2,0
2034,5,3,0
2034,5,4,0
2034,5,5,0
2034,5,6,0
2034,5,7,22.669258
2034,5,8,0
2034,5,9,0
2034,5,10,0
2034,5,11,0
2035,1,1,0
2035,1,2,0
2035,1,3,0
2035,1,4,0
2035,1,5,0
2035,1,6,0
2035,1,7,0
2035,1,8,0
2035,1,9,0
2035,1,10,0
2035,1,11,0
2035,2,1,0
2035,2,2,0
2035,2,3,3.8499978
2035,2,4,3.502391
2035,2,5,0
2035,2,6,0
2035,2,7,0
2035,2,8,0
2035,2,9,0
2035,2,10,0
2035,2,11,0
2035,3,1,0
2035,3,2,0
2035,3,3,0
2035,3,4,0
2035,3,5,2.7317746
2035,3,6,3.2167883
2035,3,7,0
2035,3,8,0
2035,3,9,0
2035,3,10,0
2035,3,11,0
2035,4,1,0
2035,4,2,0
2035,4,3,0
2035,4,4,0
2035,4,5,0
2035,4,6,0.804197
2035,4,7,0
2035,4,8,0
2035,4,9,0
2035,4,10,0
2035,4,11,0
2035,5,1,0
2035,5,2,0
2035,5,3,0
2035,5,4,0
2035,5,5,0
2035,5,6,0
2035,5,7,22.897459
2035,5,8,0
2035,5,9,0
2035,5,10,0
2035,5,11,0
2036,1,1,0
2036,1,2,0
2036,1,3,0
2036,1,4,0
2036,1,5,0
2036,1,6,0
2036,1,7,0
2036,1,8,0
2036,1,9,0
2036,1,10,0
2036,1,11,0
2036,2,1,0
2036,2,2,0
2036,2,3,3.5938787
2036,2,4,3.5050704
2036,2,5,0
2036,2,6,0
2036,2,7,0
2036,2,8,0
2036,2,9,0
2036,2,10,0
2036,2,11,0
2036,3,1,0
2036,3,2,0
2036,3,3,0
2036,3,4,0
2036,3,5,2.7518132
2036,3,6,3.2313135
2036,3,7,0
2036,3,8,0
2036,3,9,0
2036,3,10,0
2036,3,11,0
2036,4,1,0
2036,4,2,0
2036,4,3,0
2036,4,4,0
2036,4,5,0
2036,4,6,0.80782825
2036,4,7,0
2036,4,8,0
2036,4,9,0
2036,4,10,0
2036,4,11,0
2036,5,1,0
2036,5,2,0
2036,5,3,0
2036,5,4,0
2036,5,5,0
2036,5,6,0
2036,5,7,23.112642
2036,5,8,0
2036,5,9,0
2036,5,10,0
2036,5,11,0
2037,1,1,0
2037,1,2,0
2037,1,3,0
2037,1,4,0
2037,1,5,0
2037,1,6,0
2037,1,7,0
2037,1,8,0
2037,1,9,0
2037,1,10,0
2037,1,11,0
2037,2,1,0
2037,2,2,0
2037,2,3,3.3380852
2037,2,4,3.4905498
2037,2,5,0
2037,2,6,0
2037,2,7,0
2037,2,8,0
2037,2,9,0
2037,2,10,0
2037,2,11,0
2037,3,1,0
2037,3,2,0
2037,3,3,0
2037,3,4,0
2037,3,5,2.771437
2037,3,6,3.242279
2037,3,7,0
2037,3,8,0
2037,3,9,0
2037,3,10,0
2037,3,11,0
2037,4,1,0
2037,4,2,0
2037,4,3,0
2037,4,4,0
2037,4,5,0
2037,4,6,0.81056976
2037,4,7,0
2037,4,8,0
2037,4,9,0
2037,4,10,0
2037,4,11,0
2037,5,1,0
2037,5,2,0
2037,5,3,0
2037,5,4,0
2037,5,5,0
2037,5,6,0
2037,5,7,23.286835
2037,5,8,0
2037,5,9,0
2037,5,10,0
2037,5,11,0
2038,1,1,0
2038,1,2,0
2038,1,3,0
2038,1,4,0
2038,1,5,0
2038,1,6,0
2038,1,7,0
2038,1,8,0
2038,1,9,0
2038,1,10,0
2038,1,11,0
2038,2,1,0
2038,2,2,0
2038,2,3,3.148448
2038,2,4,3.5303288
2038,2,5,0
2038,2,6,0
2038,2,7,0
2038,2,8,0
2038,2,9,0
2038,2,10,0
2038,2,11,0
2038,3,1,0
2038,3,2,0
2038,3,3,0
2038,3,4,0
2038,3,5,2.7877629
2038,3,6,3.2490885
2038,3,7,0
2038,3,8,0
2038,3,9,0
2038,3,10,0
2038,3,11,0
2038,4,1,0
2038,4,2,0
2038,4,3,0
2038,4,4,0
2038,4,5,0
2038,4,6,0.81227213
2038,4,7,0
2038,4,8,0
2038,4,9,0
2038,4,10,0
2038,4,11,0
2038,5,1,0
2038,5,2,0
2038,5,3,0
2038,5,4,0
2038,5,5,0
2038,5,6,0
2038,5,7,23.433718
2038,5,8,0
2038,5,9,0
2038,5,10,0
2038,5,11,0
2039,1,1,0
2039,1,2,0
2039,1,3,0
2039,1,4,0
2039,1,5,0
2039,1,6,0
2039,1,7,0
2039,1,8,0
2039,1,9,0
2039,1,10,0
2039,1,11,0
2039,2,1,0
2039,2,2,0
2039,2,3,2.9614315
2039,2,4,3.5642614
2039,2,5,0
2039,2,6,0
2039,2,7,0
2039,2,8,0
2039,2,9,0
2039,2,10,0
2039,2,11,0
2039,3,1,0
2039,3,2,0
2039,3,3,0
2039,3,4,0
2039,3,5,2.7998173
2039,3,6,3.2558625
2039,3,7,0
2039,3,8,0
2039,3,9,0
2039,3,10,0
2039,3,11,0
2039,4,1,0
2039,4,2,0
2039,4,3,0
2039,4,4,0
2039,4,5,0
2039,4,6,0.81396556
2039,4,7,0
2039,4,8,0
2039,4,9,0
2039,4,10,0
2039,4,11,0
2039,5,1,0
2039,5,2,0
2039,5,3,0
2039,5,4,0
2039,5,5,0
2039,5,6,0
2039,5,7,23.591255
2039,5,8,0
2039,5,9,0
2039,5,10,0
2039,5,11,0
2040,1,1,0
2040,1,2,0
2040,1,3,0
2040,1,4,0
2040,1,5,0
2040,1,6,0
2040,1,7,0
2040,1,8,0
2040,1,9,0
2040,1,10,0
2040,1,11,0
2040,2,1,0
2040,2,2,0
2040,2,3,2.7778375
2040,2,4,3.5929105
2040,2,5,0
2040,2,6,0
2040,2,7,0
2040,2,8,0
2040,2,9,0
2040,2,10,0
2040,2,11,0
2040,3,1,0
2040,3,2,0
2040,3,3,0
2040,3,4,0
2040,3,5,2.809994
2040,3,6,3.26462
2040,3,7,0
2040,3,8,0
2040,3,9,0
2040,3,10,0
2040,3,11,0
2040,4,1,0
2040,4,2,0
2040,4,3,0
2040,4,4,0
2040,4,5,0
2040,4,6,0.816155
2040,4,7,0
2040,4,8,0
2040,4,9,0
2040,4,10,0
2040,4,11,0
2040,5,1,0
2040,5,2,0
2040,5,3,0
2040,5,4,0
2040,5,5,0
2040,5,6,0
2040,5,7,23.751396
2040,5,8,0
2040,5,9,0
2040,5,10,0
2040,5,11,0
2041,1,1,0
2041,1,2,0
2041,1,3,0
2041,1,4,0
2041,1,5,0
2041,1,6,0
2041,1,7,0
2041,1,8,0
2041,1,9,0
2041,1,10,0
2041,1,11,0
2041,2,1,0
2041,2,2,0
2041,2,3,2.5731883
2041,2,4,3.578206
2041,2,5,0
2041,2,6,0
2041,2,7,0
2041,2,8,0
2041,2,9,0
2041,2,10,0
2041,2,11,0
2041,3,1,0
2041,3,2,0
2041,3,3,0
2041,3,4,0
2041,3,5,2.820688
2041,3,6,3.273554
2041,3,7,0
2041,3,8,0
2041,3,9,0
2041,3,10,0
2041,3,11,0
2041,4,1,0
2041,4,2,0
2041,4,3,0
2041,4,4,0
2041,4,5,0
2041,4,6,0.8183885
2041,4,7,0
2041,4,8,0
2041,4,9,0
2041,4,10,0
2041,4,11,0
2041,5,1,0
2041,5,2,0
2041,5,3,0
2041,5,4,0
2041,5,5,0
2041,5,6,0
2041,5,7,23.893915
2041,5,8,0
2041,5,9,0
2041,5,10,0
2041,5,11,0
2042,1,1,0
2042,1,2,0
2042,1,3,0
2042,1,4,0
2042,1,5,0
2042,1,6,0
2042,1,7,0
2042,1,8,0
2042,1,9,0
2042,1,10,0
2042,1,11,0
2042,2,1,0
2042,2,2,0
2042,2,3,2.3932273
2042,2,4,3.57555
2042,2,5,0
2042,2,6,0
2042,2,7,0
2042,2,8,0
2042,2,9,0
2042,2,10,0
2042,2,11,0
2042,3,1,0
2042,3,2,0
2042,3,3,0
2042,3,4,0
2042,3,5,2.8308413
2042,3,6,3.2782037
2042,3,7,0
2042,3,8,0
2042,3,9,0
2042,3,10,0
2042,3,11,0
2042,4,1,0
2042,4,2,0
2042,4,3,0
2042,4,4,0
2042,4,5,0
2042,4,6,0.8195508
2042,4,7,0
2042,4,8,0
2042,4,9,0
2042,4,10,0
2042,4,11,0
2042,5,1,0
2042,5,2,0
2042,5,3,0
2042,5,4,0
2042,5,5,0
2042,5,6,0
2042,5,7,23.990913
2042,5,8,0
2042,5,9,0
2042,5,10,0
2042,5,11,0
2043,1,1,0
2043,1,2,0
2043,1,3,0
2043,1,4,0
2043,1,5,0
2043,1,6,0
2043,1,7,0
2043,1,8,0
2043,1,9,0
2043,1,10,0
2043,1,11,0
2043,2,1,0
2043,2,2,0
2043,2,3,2.233258
2043,2,4,3.581133
2043,2,5,0
2043,2,6,0
2043,2,7,0
2043,2,8,0
2043,2,9,0
2043,2,10,0
2043,2,11,0
2043,3,1,0
2043,3,2,0
2043,3,3,0
2043,3,4,0
2043,3,5,2.837309
2043,3,6,3.2789268
2043,3,7,0
2043,3,8,0
2043,3,9,0
2043,3,10,0
2043,3,11,0
2043,4,1,0
2043,4,2,0
2043,4,3,0
2043,4,4,0
2043,4,5,0
2043,4,6,0.8197317
2043,4,7,0
2043,4,8,0
2043,4,9,0
2043,4,10,0
2043,4,11,0
2043,5,1,0
2043,5,2,0
2043,5,3,0
2043,5,4,0
2043,5,5,0
2043,5,6,0
2043,5,7,24.067957
2043,5,8,0
2043,5,9,0
2043,5,10,0
2043,5,11,0
2044,1,1,0
2044,1,2,0
2044,1,3,0
2044,1,4,0
2044,1,5,0
2044,1,6,0
2044,1,7,0
2044,1,8,0
2044,1,9,0
2044,1,10,0
2044,1,11,0
2044,2,1,0
2044,2,2,0
2044,2,3,2.0898445
2044,2,4,3.59231
2044,2,5,0
2044,2,6,0
2044,2,7,0
2044,2,8,0
2044,2,9,0
2044,2,10,0
2044,2,11,0
2044,3,1,0
2044,3,2,0
2044,3,3,0
2044,3,4,0
2044,3,5,2.8388188
2044,3,6,3.27779
2044,3,7,0
2044,3,8,0
2044,3,9,0
2044,3,10,0
2044,3,11,0
2044,4,1,0
2044,4,2,0
2044,4,3,0
2044,4,4,0
2044,4,5,0
2044,4,6,0.81944734
2044,4,7,0
2044,4,8,0
2044,4,9,0
2044,4,10,0
2044,4,11,0
2044,5,1,0
2044,5,2,0
2044,5,3,0
2044,5,4,0
2044,5,5,0
2044,5,6,0
2044,5,7,24.131433
2044,5,8,0
2044,5,9,0
2044,5,10,0
2044,5,11,0
2045,1,1,0
2045,1,2,0
2045,1,3,0
2045,1,4,0
2045,1,5,0
2045,1,6,0
2045,1,7,0
2045,1,8,0
2045,1,9,0
2045,1,10,0
2045,1,11,0
2045,2,1,0
2045,2,2,0
2045,2,3,1.9603915
2045,2,4,3.6074426
2045,2,5,0
2045,2,6,0
2045,2,7,0
2045,2,8,0
2045,2,9,0
2045,2,10,0
2045,2,11,0
2045,3,1,0
2045,3,2,0
2045,3,3,0
2045,3,4,0
2045,3,5,2.836299
2045,3,6,3.2761896
2045,3,7,0
2045,3,8,0
2045,3,9,0
2045,3,10,0
2045,3,11,0
2045,4,1,0
2045,4,2,0
2045,4,3,0
2045,4,4,0
2045,4,5,0
2045,4,6,0.8190474
2045,4,7,0
2045,4,8,0
2045,4,9,0
2045,4,10,0
2045,4,11,0
2045,5,1,0
2045,5,2,0
2045,5,3,0
2045,5,4,0
2045,5,5,0
2045,5,6,0
2045,5,7,24.183954
2045,5,8,0
2045,5,9,0
2045,5,10,0
2045,5,11,0
2046,1,1,0
2046,1,2,0
2046,1,3,0
2046,1,4,0
2046,1,5,0
2046,1,6,0
2046,1,7,0
2046,1,8,0
2046,1,9,0
2046,1,10,0
2046,1,11,0
2046,2,1,0
2046,2,2,0
2046,2,3,1.8428777
2046,2,4,3.6254966
2046,2,5,0
2046,2,6,0
2046,2,7,0
2046,2,8,0
2046,2,9,0
2046,2,10,0
2046,2,11,0
2046,3,1,0
2046,3,2,0
2046,3,3,0
2046,3,4,0
2046,3,5,2.8313644
2046,3,6,3.274573
2046,3,7,0
2046,3,8,0
2046,3,9,0
2046,3,10,0
2046,3,11,0
2046,4,1,0
2046,4,2,0
2046,4,3,0
2046,4,4,0
2046,4,5,0
2046,4,6,0.81864315
2046,4,7,0
2046,4,8,0
2046,4,9,0
2046,4,10,0
2046,4,11,0
2046,5,1,0
2046,5,2,0
2046,5,3,0
2046,5,4,0
2046,5,5,0
2046,5,6,0
2046,5,7,24.227121
2046,5,8,0
2046,5,9,0
2046,5,10,0
2046,5,11,0
2047,1,1,0
2047,1,2,0
2047,1,3,0
2047,1,4,0
2047,1,5,0
2047,1,6,0
2047,1,7,0
2047,1,8,0
2047,1,9,0
2047,1,10,0
2047,1,11,0
2047,2,1,0
2047,2,2,0
2047,2,3,1.7356762
2047,2,4,3.645709
2047,2,5,0
2047,2,6,0
2047,2,7,0
2047,2,8,0
2047,2,9,0
2047,2,10,0
2047,2,11,0
2047,3,1,0
2047,3,2,0
2047,3,3,0
2047,3,4,0
2047,3,5,2.825261
2047,3,6,3.2728684
2047,3,7,0
2047,3,8,0
2047,3,9,0
2047,3,10,0
2047,3,11,0
2047,4,1,0
2047,4,2,0
2047,4,3,0
2047,4,4,0
2047,4,5,0
2047,4,6,0.8182171
2047,4,7,0
2047,4,8,0
2047,4,9,0
2047,4,10,0
2047,4,11,0
2047,5,1,0
2047,5,2,0
2047,5,3,0
2047,5,4,0
2047,5,5,0
2047,5,6,0
2047,5,7,24.26252
2047,5,8,0
2047,5,9,0
2047,5,10,0
2047,5,11,0
2048,1,1,0
2048,1,2,0
2048,1,3,0
2048,1,4,0
2048,1,5,0
2048,1,6,0
2048,1,7,0
2048,1,8,0
2048,1,9,0
2048,1,10,0
2048,1,11,0
2048,2,1,0
2048,2,2,0
2048,2,3,1.6374493
2048,2,4,3.6674252
2048,2,5,0
2048,2,6,0
2048,2,7,0
2048,2,8,0
2048,2,9,0
2048,2,10,0
2048,2,11,0
2048,3,1,0
2048,3,2,0
2048,3,3,0
2048,3,4,0
2048,3,5,2.818598
2048,3,6,3.2709281
2048,3,7,0
2048,3,8,0
2048,3,9,0
2048,3,10,0
2048,3,11,0
2048,4,1,0
2048,4,2,0
2048,4,3,0
2048,4,4,0
2048,4,5,0
2048,4,6,0.81773204
2048,4,7,0
2048,4,8,0
2048,4,9,0
2048,4,10,0
2048,4,11,0
2048,5,1,0
2048,5,2,0
2048,5,3,0
2048,5,4,0
2048,5,5,0
2048,5,6,0
2048,5,7,24.29123
2048,5,8,0
2048,5,9,0
2048,5,10,0
2048,5,11,0
2049,1,1,0
2049,1,2,0
2049,1,3,0
2049,1,4,0
2049,1,5,0
2049,1,6,0
2049,1,7,0
2049,1,8,0
2049,1,9,0
2049,1,10,0
2049,1,11,0
2049,2,1,0
2049,2,2,0
2049,2,3,1.5470897
2049,2,4,3.6900823
2049,2,5,0
2049,2,6,0
2049,2,7,0
2049,2,8,0
2049,2,9,0
2049,2,10,0
2049,2,11,0
2049,3,1,0
2049,3,2,0
2049,3,3,0
2049,3,4,0
2049,3,5,2.8116043
2049,3,6,3.2687137
2049,3,7,0
2049,3,8,0
2049,3,9,0
2049,3,10,0
2049,3,11,0
2049,4,1,0
2049,4,2,0
2049,4,3,0
2049,4,4,0
2049,4,5,0
2049,4,6,0.8171783
2049,4,7,0
2049,4,8,0
2049,4,9,0
2049,4,10,0
2049,4,11,0
2049,5,1,0
2049,5,2,0
2049,5,3,0
2049,5,4,0
2049,5,5,0
2049,5,6,0
2049,5,7,24.31479
2049,5,8,0
2049,5,9,0
2049,5,10,0
2049,5,11,0
