"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Zooplankton

Step,61
Year,5.083313
-9999,-9999,-9999,13.146965026855469,13.150334358215332,13.176284790039062,13.21017074584961,13.258201599121094,13.284260749816895,13.294946670532227,13.282480239868164,13.241052627563477,13.180110931396484,13.153668403625488,13.121360778808594,13.105550765991211,13.115503311157227,13.13449478149414,-9999,-9999
-9999,-9999,-9999,13.12344741821289,13.171296119689941,13.250284194946289,13.40670394897461,13.508687019348145,13.565629959106445,13.58557415008545,13.582021713256836,13.557355880737305,13.498249053955078,13.425732612609863,13.316272735595703,13.202432632446289,13.045327186584473,12.895052909851074,-9999,-9999
-9999,-9999,13.083999633789062,13.119516372680664,13.258522033691406,13.541375160217285,13.984688758850098,14.191911697387695,14.303655624389648,14.40945053100586,14.510318756103516,14.560189247131348,14.508468627929688,14.357806205749512,14.124637603759766,13.796575546264648,13.218880653381348,12.89367961883545,12.859430313110352,-9999
-9999,-9999,13.064287185668945,13.20023250579834,13.482346534729004,13.984827041625977,14.355670928955078,14.608695030212402,14.83734130859375,15.08288860321045,15.293819427490234,15.401105880737305,15.368250846862793,15.179615020751953,14.829727172851562,14.344106674194336,13.610246658325195,13.121301651000977,12.91399097442627,-9999
-9999,-9999,12.940093994140625,13.265044212341309,13.799481391906738,14.218271255493164,14.572068214416504,14.921606063842773,15.286747932434082,15.628701210021973,15.883465766906738,16.009424209594727,15.996526718139648,15.832783699035645,15.50065803527832,15.010038375854492,14.374792098999023,13.681131362915039,13.303265571594238,-9999
-9999,12.373151779174805,12.66706371307373,13.396247863769531,13.901464462280273,14.34078311920166,14.808808326721191,15.293627738952637,15.742406845092773,16.09757423400879,16.331378936767578,16.44506072998047,16.444974899291992,16.32608985900879,16.067537307739258,15.652886390686035,15.138343811035156,14.564952850341797,14.068381309509277,-9999
-9999,12.062201499938965,12.40813159942627,13.304018020629883,13.947661399841309,14.563125610351562,15.189532279968262,15.765024185180664,16.212081909179688,16.51116180419922,16.68686866760254,16.76957130432129,16.77178192138672,16.695167541503906,16.519296646118164,16.217750549316406,15.82514762878418,15.36175537109375,14.958624839782715,-9999
-9999,11.724185943603516,12.161055564880371,13.264839172363281,14.130937576293945,14.917094230651855,15.644039154052734,16.232887268066406,16.623998641967773,16.851177215576172,16.968826293945312,17.015605926513672,17.008159637451172,16.961748123168945,16.862455368041992,16.6758975982666,16.40782928466797,16.055498123168945,15.820087432861328,-9999
-9999,11.57776165008545,12.161641120910645,13.461859703063965,14.489384651184082,15.34804916381836,16.072378158569336,16.605304718017578,16.930898666381836,17.107675552368164,17.18572425842285,17.202505111694336,17.164487838745117,17.135509490966797,17.101825714111328,16.99310302734375,16.849613189697266,16.649215698242188,16.534286499023438,-9999
-9999,11.92042350769043,12.621987342834473,13.999454498291016,15.041773796081543,15.839471817016602,16.453453063964844,16.885013580322266,17.14842987060547,17.286386489868164,17.351308822631836,17.35981559753418,17.32482147216797,17.306562423706055,17.28532600402832,17.25128173828125,17.155935287475586,17.04010009765625,17.001718521118164,-9999
-9999,12.784737586975098,13.495756149291992,14.784518241882324,15.718673706054688,16.35541534423828,16.799192428588867,17.102214813232422,17.295860290527344,17.39667510986328,17.444257736206055,17.458948135375977,17.44963836669922,17.454301834106445,17.460357666015625,17.451221466064453,17.385549545288086,17.273717880249023,17.291683197021484,-9999
-9999,13.747488021850586,14.397115707397461,15.528243064880371,16.317081451416016,16.790170669555664,17.081748962402344,17.27353858947754,17.386842727661133,17.44904327392578,17.47740936279297,17.501535415649414,17.52524757385254,17.55246925354004,17.574562072753906,17.582019805908203,17.559978485107422,17.443340301513672,-9999,-9999
-9999,14.446595191955566,15.048116683959961,16.03412437438965,16.701393127441406,17.078134536743164,17.276121139526367,17.38571548461914,17.438617706298828,17.462066650390625,17.4642391204834,17.488422393798828,17.529165267944336,17.580198287963867,17.614395141601562,17.646682739257812,17.670879364013672,17.72769546508789,-9999,-9999
-9999,14.897134780883789,15.524813652038574,16.345291137695312,16.918964385986328,17.253494262695312,17.397380828857422,17.464479446411133,17.48210906982422,17.478675842285156,17.481266021728516,17.503036499023438,17.541276931762695,17.587732315063477,17.627511978149414,17.663028717041016,17.690719604492188,17.708709716796875,17.647796630859375,17.654813766479492
-9999,-9999,16.04450225830078,16.57769775390625,17.052549362182617,17.344165802001953,17.474666595458984,17.52394676208496,17.52219581604004,17.518434524536133,17.515565872192383,17.530078887939453,17.556936264038086,17.599809646606445,17.63310432434082,17.655588150024414,17.6793212890625,17.690143585205078,17.678998947143555,17.650522232055664
-9999,-9999,16.45010757446289,16.780990600585938,17.154338836669922,17.414794921875,17.54175567626953,17.58924102783203,17.58505630493164,17.572101593017578,17.554771423339844,17.563203811645508,17.58616828918457,17.620342254638672,17.640249252319336,17.650609970092773,17.663818359375,17.666093826293945,17.635908126831055,17.618331909179688
-9999,-9999,-9999,16.923004150390625,17.2094783782959,17.44131088256836,17.568653106689453,17.615297317504883,17.60484504699707,17.586639404296875,17.569936752319336,17.567249298095703,17.58890151977539,17.620250701904297,17.641084671020508,17.641193389892578,17.657718658447266,17.63468360900879,17.612262725830078,17.601497650146484

Step,85
Year,7.0833054
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.40134334564209,13.4041166305542,-9999,-9999,13.164566040039062,13.231307029724121,-9999,-9999,-9999
-9999,-9999,-9999,-9999,13.216410636901855,13.20057487487793,13.16185474395752,13.17967414855957,13.2249755859375,13.254493713378906,13.36608600616455,13.34048843383789,13.27305793762207,13.218622207641602,13.201897621154785,13.17842960357666,13.215108871459961,13.264493942260742,-9999,-9999
-9999,-9999,-9999,13.1549711227417,13.158853530883789,13.185896873474121,13.220956802368164,13.2699613571167,13.295856475830078,13.305754661560059,13.291386604309082,13.247397422790527,13.184025764465332,13.155303001403809,13.121175765991211,13.103690147399902,13.11307430267334,13.131970405578613,-9999,-9999
-9999,-9999,-9999,13.13242244720459,13.180913925170898,13.260567665100098,13.41694450378418,13.519332885742188,13.57650089263916,13.596046447753906,13.591041564941406,13.56425952911377,13.50285530090332,13.428057670593262,13.316868782043457,13.202141761779785,13.04559326171875,12.896068572998047,-9999,-9999
-9999,-9999,13.09411907196045,13.1297607421875,13.269160270690918,13.551591873168945,13.993122100830078,14.200301170349121,14.312256813049316,14.41793441772461,14.518160820007324,14.566810607910156,14.513470649719238,14.360757827758789,14.125954627990723,13.797616004943848,13.221882820129395,12.899277687072754,12.868366241455078,-9999
-9999,-9999,13.074910163879395,13.211341857910156,13.493376731872559,13.994097709655762,14.364273071289062,14.617231369018555,14.84571647644043,15.091145515441895,15.301984786987305,15.408822059631348,15.374876022338867,15.184427261352539,14.832825660705566,14.347209930419922,13.615471839904785,13.129303932189941,12.924162864685059,-9999
-9999,-9999,12.95094108581543,13.276312828063965,13.810103416442871,14.228050231933594,14.58151912689209,14.930646896362305,15.295271873474121,15.6368989944458,15.891426086425781,16.017223358154297,16.003725051879883,15.838826179504395,15.505544662475586,15.01476001739502,14.380924224853516,13.689875602722168,13.314031600952148,-9999
-9999,12.380636215209961,12.676814079284668,13.406570434570312,13.911788940429688,14.350992202758789,14.818547248840332,15.30275821685791,15.750917434692383,16.105571746826172,16.338891983032227,16.45230484008789,16.4520320892334,16.332693099975586,16.073598861694336,15.658456802368164,15.145086288452148,14.573360443115234,14.078620910644531,-9999
-9999,12.068479537963867,12.416730880737305,13.31355094909668,13.957603454589844,14.572998046875,15.198901176452637,15.773930549621582,16.220558166503906,16.519100189208984,16.694110870361328,16.776418685913086,16.778514862060547,16.702022552490234,16.52618408203125,16.224363327026367,15.83267879486084,15.37035846710205,14.968409538269043,-9999
-9999,11.727067947387695,12.167827606201172,13.273064613342285,14.139564514160156,14.925565719604492,15.65242862701416,16.241395950317383,16.63237190246582,16.859046936035156,16.976070404052734,17.022422790527344,17.0147705078125,16.968727111816406,16.87020492553711,16.68413734436035,16.416913986206055,16.06513214111328,15.830307960510254,-9999
-9999,11.57931900024414,12.16601848602295,13.468111038208008,14.496146202087402,15.354879379272461,16.079681396484375,16.613134384155273,16.9386043548584,17.11482810974121,17.19232940673828,17.208654403686523,17.16979217529297,17.141305923461914,17.109453201293945,17.001934051513672,16.860294342041016,16.66063690185547,16.546001434326172,-9999
-9999,11.920581817626953,12.624143600463867,14.003993034362793,15.047134399414062,15.84530258178711,16.460039138793945,16.892074584960938,17.15504264831543,17.292190551757812,17.356496810913086,17.364540100097656,17.328594207763672,17.310747146606445,17.29125213623047,17.260112762451172,17.16739273071289,17.052967071533203,17.01461410522461,-9999
-9999,12.783796310424805,13.496663093566895,14.788479804992676,15.72397518157959,16.361404418945312,16.80565071105957,17.10854148864746,17.30130958557129,17.401185989379883,17.448097229003906,17.462295532226562,17.452173233032227,17.457069396972656,17.464317321777344,17.45798110961914,17.3953857421875,17.286211013793945,17.304180145263672,-9999
-9999,13.746084213256836,14.397628784179688,15.532562255859375,16.32316017150879,16.79662322998047,17.087921142578125,17.27897071838379,17.391292572021484,17.45258331298828,17.480209350585938,17.503929138183594,17.527402877807617,17.554807662963867,17.577123641967773,17.586151123046875,17.566699981689453,17.453088760375977,-9999,-9999
-9999,14.444771766662598,15.048338890075684,16.038583755493164,16.70766830444336,17.084346771240234,17.28152084350586,17.39015769958496,17.442201614379883,17.46476173400879,17.46595001220703,17.489797592163086,17.530567169189453,17.582073211669922,17.616413116455078,17.6495361328125,17.675033569335938,17.731914520263672,-9999,-9999
-9999,14.895819664001465,15.525032043457031,16.34960174560547,16.925148010253906,17.25922966003418,17.401914596557617,17.467870712280273,17.48457908630371,17.480112075805664,17.48224639892578,17.503890991210938,17.54227638244629,17.589298248291016,17.629451751708984,17.665605545043945,17.694116592407227,17.712785720825195,17.653076171875,17.660390853881836
-9999,-9999,16.04526710510254,16.5820369720459,17.058752059936523,17.349578857421875,17.47846031188965,17.526294708251953,17.52334213256836,17.519054412841797,17.516080856323242,17.53060531616211,17.5576171875,17.60076332092285,17.63451385498047,17.65769386291504,17.682205200195312,17.69387435913086,17.683427810668945,17.6553897857666
-9999,-9999,16.453369140625,16.785934448242188,17.160572052001953,17.41986846923828,17.544784545898438,17.59065055847168,17.58526611328125,17.572065353393555,17.554962158203125,17.563508987426758,17.58660316467285,17.621009826660156,17.641427993774414,17.65251922607422,17.66637420654297,17.66925621032715,17.639650344848633,17.622337341308594
-9999,-9999,-9999,16.928157806396484,17.215679168701172,17.44626808166504,17.571359634399414,17.616369247436523,17.604808807373047,17.586509704589844,17.5700626373291,17.56757164001465,17.589359283447266,17.620969772338867,17.642335891723633,17.64301300048828,17.659982681274414,17.63750457763672,17.6154842376709,17.604907989501953

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.391753196716309,13.39409351348877,-9999,-9999,13.151161193847656,13.218059539794922,-9999,-9999,-9999
-9999,-9999,-9999,-9999,13.211380004882812,13.195718765258789,13.157262802124023,13.175264358520508,13.220237731933594,13.248726844787598,13.358702659606934,13.331167221069336,13.26237678527832,13.206685066223145,13.189118385314941,13.16517448425293,13.201935768127441,13.251543998718262,-9999,-9999
-9999,-9999,-9999,13.150341987609863,13.1541109085083,13.181255340576172,13.216368675231934,13.265362739562988,13.290712356567383,13.299616813659668,13.283562660217285,13.237649917602539,13.172698974609375,13.142780303955078,13.107866287231445,13.090129852294922,13.099767684936523,13.118922233581543,-9999,-9999
-9999,-9999,-9999,13.128450393676758,13.176839828491211,13.256239891052246,13.412118911743164,13.5142822265625,13.571056365966797,13.589893341064453,13.583699226379395,13.555401802062988,13.492371559143066,13.415983200073242,13.303750991821289,13.188699722290039,13.032323837280273,12.883283615112305,-9999,-9999
-9999,-9999,13.091943740844727,13.126935958862305,13.265829086303711,13.54750919342041,13.988075256347656,14.194982528686523,14.306877136230469,14.412694931030273,14.513136863708496,14.561373710632324,14.506782531738281,14.351872444152832,14.115074157714844,13.785674095153809,13.209535598754883,12.887839317321777,12.858067512512207,-9999
-9999,-9999,13.073271751403809,13.209335327148438,13.490554809570312,13.990068435668945,14.35973834991455,14.612545013427734,14.841239929199219,15.087600708007812,15.299786567687988,15.407297134399414,15.372448921203613,15.179445266723633,14.824819564819336,14.33731460571289,13.604491233825684,13.118681907653809,12.914214134216309,-9999
-9999,-9999,12.949743270874023,13.27454662322998,13.807341575622559,14.224587440490723,14.57778549194336,14.926936149597168,15.292106628417969,15.635037422180176,15.890933990478516,16.01767349243164,16.003761291503906,15.836907386779785,15.500885009765625,15.00768756866455,14.372379302978516,13.680489540100098,13.30467414855957,-9999
-9999,12.379130363464355,12.675436019897461,13.404375076293945,13.909131050109863,14.34821605682373,14.815842628479004,15.300657272338867,15.749810218811035,16.105627059936523,16.339736938476562,16.453710556030273,16.453460693359375,16.33308219909668,16.07213020324707,15.654400825500488,15.139482498168945,14.56640911102295,14.070798873901367,-9999
-9999,12.066109657287598,12.414606094360352,13.310964584350586,13.955110549926758,14.571019172668457,15.197822570800781,15.774312973022461,16.22233009338379,16.521648406982422,16.69670295715332,16.77903938293457,16.781131744384766,16.704448699951172,16.52773666381836,16.22401237487793,15.830816268920898,15.366800308227539,14.96368408203125,-9999
-9999,11.72370433807373,12.164318084716797,13.26971435546875,14.136819839477539,14.923974990844727,15.652854919433594,16.244251251220703,16.636770248413086,16.86388397216797,16.980695724487305,17.02677345275879,17.018945693969727,16.973114013671875,16.874849319458008,16.68817138671875,16.41997528076172,16.066373825073242,15.830588340759277,-9999
