"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,Trawlers

Step,61
Year,5.083313
-9999,1.3720617294311523,1.4953384399414062,1.6983345746994019,1.8077435493469238,1.7853842973709106,1.701342225074768,1.6042101383209229,1.530665397644043,0,0,0,0,0.9874312281608582,0.8579075932502747,0.7494310736656189,0.6644068360328674,0.5854246020317078,0,0
-9999,-9999,1.5905143022537231,1.7311551570892334,1.7957165241241455,1.7212122678756714,1.588043451309204,1.4676775932312012,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,1.7000969648361206,1.7605295181274414,1.7710423469543457,1.6466230154037476,1.4687718152999878,1.31940758228302,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,1.765830636024475,1.7535141706466675,1.608675241470337,1.4071221351623535,1.2450532913208008,0,0,0,0,0,0,0,0,0,0,0,0

Step,73
Year,6.083309
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.18987257778644562,0.18614637851715088,-9999,-9999,0.16479003429412842,0.1542435884475708,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.19232696294784546,0.2068842202425003,0.23324963450431824,0.25551798939704895,0.27034422755241394,0.2792872190475464,0.25327813625335693,0.23267482221126556,0.23105114698410034,0.2313561588525772,0.2090785652399063,0.1816665381193161,0.16359348595142365,0.15323661267757416,-9999,-9999
-9999,-9999,-9999,0.1843160092830658,0.19889935851097107,0.21900223195552826,0.2482869178056717,0.27776288986206055,0.3093112111091614,0.3354506492614746,0.35144296288490295,0.3482513725757599,0.3402979373931885,0.3121238350868225,0.27240994572639465,0.22801177203655243,0.19450131058692932,0.1770814210176468,-9999,-9999
-9999,-9999,-9999,0.1865556687116623,0.20458489656448364,0.2407572865486145,0.2855098843574524,0.3378418982028961,0.4019891619682312,0.4847938120365143,0.5631496906280518,0.5987020134925842,0.5786056518554688,0.49869170784950256,0.4092951714992523,0.32077687978744507,0.2583758234977722,0.24216097593307495,-9999,-9999
-9999,-9999,0.16088342666625977,0.18408077955245972,0.21660427749156952,0.2665206491947174,0.32877838611602783,0.40899425745010376,0.5296303629875183,0.6833552718162537,0.8447359204292297,0.9234977960586548,0.9065804481506348,0.7781842947006226,0.6108133792877197,0.4645494520664215,0.3632448613643646,0.3232758045196533,0.2995322346687317,-9999
-9999,-9999,0.16442276537418365,0.1872277706861496,0.23709259927272797,0.3076925277709961,0.3931974768638611,0.5116756558418274,0.6820501685142517,0.8961161971092224,1.1105718612670898,1.2338377237319946,1.2258241176605225,1.0868369340896606,0,0.675696849822998,0.5233161449432373,0.43075376749038696,0.39435845613479614,-9999
-9999,-9999,0.18057315051555634,0.2146385759115219,0.2857725918292999,0.3820405602455139,0.5082091093063354,0.6710875630378723,0.870509922504425,1.0997314453125,1.296571135520935,1.425201416015625,1.4379727840423584,1.3342498540878296,1.1502889394760132,0.9320242404937744,0.7450193166732788,0.6117693781852722,0.5579034686088562,-9999
-9999,0.17548787593841553,0.21002480387687683,0.2687530815601349,0.3782714307308197,0.5270426273345947,0.7036601305007935,0.9147539734840393,1.1313899755477905,1.3265676498413086,1.4680252075195312,1.5605249404907227,1.5930571556091309,1.5393823385238647,1.4181073904037476,0,1.0180153846740723,0.8547415733337402,0.7840622663497925,-9999
-9999,0.21190935373306274,0.25674542784690857,0.3618595600128174,0.5272918343544006,0.7403626441955566,0.9833390116691589,1.2349615097045898,1.4452670812606812,1.5856910943984985,1.6606067419052124,1.713613748550415,1.7413078546524048,1.7321416139602661,1.6645244359970093,0,1.331304907798767,1.1579805612564087,1.0802559852600098,-9999
-9999,0.2885855734348297,0.35032185912132263,0.49362048506736755,0.702583909034729,0.9655280113220215,1.2623710632324219,1.5399625301361084,1.7233266830444336,1.814422845840454,1.855933427810669,1.888042688369751,1.9217594861984253,1.9304019212722778,1.8966131210327148,1.8120994567871094,1.6611242294311523,1.5037082433700562,1.4278724193572998,-9999
-9999,0.4217258095741272,0.49904492497444153,0.6799015998840332,0.9195387363433838,1.1984919309616089,1.5005390644073486,1.7510963678359985,1.8827780485153198,1.9296201467514038,1.9496616125106812,1.9852491617202759,0,0,2.0594518184661865,0,1.9331706762313843,1.8214468955993652,1.760848879814148,-9999
-9999,0.6295113563537598,0.7321975827217102,0.9534473419189453,1.1961679458618164,1.4530960321426392,1.7000517845153809,1.8760613203048706,1.9317551851272583,1.9193856716156006,1.9061402082443237,1.9219224452972412,0,0,0,2.0034210681915283,2.0045835971832275,1.9825233221054077,1.9450355768203735,-9999
-9999,0.9011435508728027,1.0253665447235107,1.2766737937927246,1.5151519775390625,1.7137097120285034,1.8617643117904663,1.9274152517318726,1.904130458831787,1.8453524112701416,1.7949832677841187,1.7666829824447632,0,0,0,1.7262295484542847,1.7949947118759155,1.9095027446746826,1.9210193157196045,-9999
-9999,1.1560746431350708,1.2877622842788696,1.551790714263916,1.7646352052688599,1.8825620412826538,1.9243360757827759,1.899823546409607,1.8305233716964722,1.7516999244689941,1.684056282043457,1.6084046363830566,1.5293160676956177,1.4497727155685425,0,0,1.384579062461853,1.5497578382492065,-9999,-9999
-9999,1.3186603784561157,1.453401803970337,1.706552267074585,1.8697504997253418,1.912899374961853,1.8808788061141968,1.8090789318084717,1.7340525388717651,1.6639859676361084,0,0,0,1.2232649326324463,0,0,0.9706498980522156,0,-9999,-9999
-9999,1.4348011016845703,1.5629562139511108,1.774718999862671,1.88898766040802,1.866205096244812,1.7798216342926025,1.6806691884994507,1.6070787906646729,0,0,0,0,1.0436021089553833,0.9069777131080627,0.7924386858940125,0.7026305198669434,0.6195722818374634,0,0
-9999,-9999,1.661052942276001,1.8079638481140137,1.875808835029602,1.79911208152771,1.6619960069656372,1.539188027381897,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,1.7747089862823486,1.8379229307174683,1.8496334552764893,1.7212085723876953,1.537714958190918,1.3846971988677979,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,1.8431050777435303,1.8310946226119995,1.6815475225448608,1.4734240770339966,1.307114839553833,0,0,0,0,0,0,0,0,0,0,0,0

Step,85
Year,7.0833054
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.20222726464271545,0.1982533186674118,-9999,-9999,0.1757069230079651,0.16446863114833832,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.2056899219751358,0.2211565524339676,0.24913667142391205,0.2726150453090668,0.2880946099758148,0.29733020067214966,0.269483745098114,0.24755235016345978,0.24580112099647522,0.24608257412910461,0.2224797159433365,0.19348840415477753,0.17430062592029572,0.16324572265148163,-9999,-9999
-9999,-9999,-9999,0.19712771475315094,0.21267272531986237,0.2340150773525238,0.2650229334831238,0.29609331488609314,0.32926681637763977,0.35667774081230164,0.37336769700050354,0.369821697473526,0.36133357882499695,0.33147168159484863,0.2894405424594879,0.24243232607841492,0.20690378546714783,0.18840231001377106,-9999,-9999
-9999,-9999,-9999,0.19942894577980042,0.21859730780124664,0.25698336958885193,0.30432096123695374,0.3595239818096161,0.42711105942726135,0.5143653750419617,0.5968869924545288,0.6342224478721619,0.6128681302070618,0.528370201587677,0.43390244245529175,0.34027358889579773,0.2742142677307129,0.25703978538513184,-9999,-9999
-9999,-9999,0.1717931181192398,0.19656425714492798,0.23111289739608765,0.28399115800857544,0.3497479557991028,0.4343138635158539,0.5614265203475952,0.7233030200004578,0.8931636810302734,0.975919783115387,0.9579702615737915,0.8225746154785156,0.6460751295089722,0.4916263818740845,0.38454633951187134,0.34220951795578003,0.3168213665485382,-9999
-9999,-9999,0.17534366250038147,0.19957734644412994,0.25244253873825073,0.32708194851875305,0.41723042726516724,0.5419444441795349,0.7211679220199585,0.9461824297904968,1.1714686155319214,1.300884485244751,1.2924240827560425,1.146374225616455,0,0.7135565280914307,0.552756130695343,0.4550045430660248,0.4164833724498749,-9999
