"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,"Bait boats"

Step,61
Year,5.083313
-9999,-9999,0,0,0,0,3.6122255325317383,3.4102044105529785,3.2135720252990723,2.9834136962890625,2.753220796585083,2.6477456092834473,2.7134857177734375,2.9615633487701416,3.298445463180542,3.6561532020568848,0,0,0,-9999
-9999,-9999,0,0,0,3.671332359313965,3.362353801727295,3.068234443664551,2.729771375656128,2.3434314727783203,1.9955542087554932,1.818586826324463,1.865761637687683,2.146113395690918,0.2879648208618164,3.1326546669006348,0,0,0,-9999
-9999,-9999,0,0,3.859412908554077,3.510953903198242,3.1397705078125,2.718649387359619,2.255518674850464,1.798873782157898,1.4521642923355103,1.2685648202896118,1.2854198217391968,1.5090395212173462,1.921557068824768,2.470834732055664,3.069992780685425,0,0,-9999
-9999,0,0,4.182920932769775,3.7820913791656494,3.3365068435668945,2.8189563751220703,2.258762836456299,1.7341952323913574,1.314146876335144,1.041287899017334,0.9028908014297485,0.8959915041923523,1.041291356086731,1.3389041423797607,0.3981226682662964,2.3394975662231445,2.867098569869995,0,-9999
-9999,0,0,4.225180149078369,3.658278703689575,3.016162872314453,2.332736015319824,1.6914913654327393,1.1947954893112183,0.873742401599884,0.7000522613525391,0.6156156659126282,0.6111300587654114,0.6897306442260742,0.8797551393508911,0.2654060423374176,1.635549545288086,2.0896990299224854,0,-9999
-9999,0,0,4.164575576782227,3.3959157466888428,2.596094846725464,1.8133714199066162,1.1650009155273438,0.7471277713775635,0.521240770816803,0.4130440950393677,0.3682984709739685,0.3662108778953552,0.40918299555778503,0.5153496861457825,0.7134854793548584,1.0065325498580933,0,0,-9999
-9999,0,0,3.882769823074341,2.9755196571350098,2.12286376953125,1.3553895950317383,0.7826881408691406,0.4529097080230713,0.2886095643043518,0.2168748527765274,0.18654035031795502,0.08147112280130386,0.11074714362621307,0.24568895995616913,0.07693846523761749,0.5169694423675537,0,0,-9999
-9999,0,0,3.296135663986206,2.3797173500061035,1.597956657409668,0.9606944918632507,0.5136686563491821,0.26894867420196533,0.15844696760177612,0.10241160541772842,0.08059418946504593,0.048689670860767365,0.06703103333711624,0.0610295832157135,0.12824299931526184,0.21035626530647278,0,0,-9999
-9999,0,0,2.505023241043091,1.6713074445724487,1.0545053482055664,0.6078607439994812,0.31592676043510437,0.15399299561977386,0.0861983448266983,0.05457090586423874,0.03975182771682739,0.014494413509964943,0.023769086226820946,0.021802932024002075,0.04215622693300247,0.06457190960645676,0,0,-9999
-9999,0,0,1.7812156677246094,1.0696061849594116,0.6244047284126282,0.34632840752601624,0.1748432070016861,0.09153545647859573,0.05231471732258797,0.03342829644680023,0.02327672392129898,0.01785401813685894,0.015305309556424618,0.009528419934213161,0.008651784621179104,0.01952054165303707,0,-9999,-9999
-9999,0,0,1.3079451322555542,0.7120409607887268,0.37238985300064087,0.19231727719306946,0.1011405736207962,0.05727413669228554,0.03465757146477699,0.015293184667825699,0.012503395788371563,0.0014305271906778216,0.014091293327510357,0.006950225215405226,0.007692598272114992,0.01890399120748043,0.002880752319470048,-9999,-9999
