"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Seals

Step,61
Year,5.083313
-9999,-9999,-9999,-9999,0.10610787570476532,0.10609196126461029,0.10612757503986359,0.10622671246528625,0.10638730973005295,0.10659320652484894,0.10681676119565964,0.0989452600479126,0.09924481809139252,0.10795827955007553,0.10844389349222183,0.10064545273780823,0.10106347501277924,0.10987260937690735,-9999,-9999
-9999,-9999,-9999,0.10646238178014755,0.09828522801399231,0.08360010385513306,0.08361965417861938,0.08371137082576752,0.08386683464050293,0.08406946063041687,0.08430328965187073,0.07815110683441162,0.07845614105463028,0.0853317454457283,0.08577124029397964,0.07973837852478027,0.08683755248785019,0.11081171780824661,-9999,-9999
-9999,-9999,-9999,0.10676844418048859,0.08393555134534836,0.061028316617012024,0.0562615804374218,0.05634572356939316,0.05649273097515106,0.05668641999363899,0.05691004917025566,0.052879102528095245,0.053145356476306915,0.05779973044991493,0.05820109322667122,0.05872942507266998,0.08821140974760056,0.11258284747600555,-9999,-9999
-9999,-9999,0.10764456540346146,0.09923748672008514,0.07796156406402588,0.05232127383351326,0.03234962001442909,0.03241293504834175,0.03253434598445892,0.03269591182470322,0.03288210928440094,0.030514273792505264,0.030731532722711563,0.03361567109823227,0.03397524729371071,0.055555567145347595,0.08334806561470032,0.10675709694623947,0.11699555814266205,-9999
-9999,-9999,0.10812920331954956,0.08500019460916519,0.06181555613875389,0.04154079779982567,0.02366110309958458,0.01595236547291279,0.01603434607386589,0.016145706176757812,0.016276130452752113,0.015156985260546207,0.01532274205237627,0.016837801784276962,0.0254216268658638,0.04513682425022125,0.06760347634553909,0.09336896240711212,0.11918673664331436,-9999
-9999,-9999,0.10892719030380249,0.08568111807107925,0.05749831721186638,0.032935865223407745,0.016112061217427254,0.007880212739109993,0.006775084417313337,0.006840205751359463,0.006918692495673895,0.006475831847637892,0.006593591067939997,0.008567728102207184,0.01786957122385502,0.036835357546806335,0.06453373283147812,0.09631847590208054,0.12252890318632126,-9999
-9999,0.11062446981668472,0.10180883854627609,0.08000525087118149,0.05379296466708183,0.03076447732746601,0.015089856460690498,0.006328817922621965,0.002466881647706032,0.0025045941583812237,0.0025482543278485537,0.0023934992495924234,0.0026785670779645443,0.007712532766163349,0.018674099817872047,0.03832579776644707,0.06693530082702637,0.09966422617435455,0.1265932023525238,-9999
-9999,0.11159670352935791,0.08775785565376282,0.06390161067247391,0.04304470121860504,0.024746941402554512,0.012130376882851124,0.005095004104077816,0.0018625255906954408,0.001228034496307373,0.0012604594230651855,0.0012906002812087536,0.0028327894397079945,0.00808107852935791,0.01946745254099369,0.039842672646045685,0.06945084780454636,0.10326316952705383,0.13105462491512299,-9999
-9999,0.11318202316761017,0.08916369080543518,0.05998450890183449,0.03448152169585228,0.016940034925937653,0.008322586305439472,0.003523260587826371,0.001294921152293682,0.0012860643910244107,0.0013247772585600615,0.0013582613319158554,0.002973134396597743,0.008435333147644997,0.0202509593218565,0.041363608092069626,0.07200153172016144,0.10693211853504181,0.13560490310192108,-9999
-9999,0.11527830362319946,0.09090765565633774,0.06126345321536064,0.03529089316725731,0.01737581007182598,0.007317188195884228,0.0026517820078879595,0.0012895771069452167,0.0013385564088821411,0.0013822420733049512,0.0014987604226917028,0.004323793575167656,0.010370220057666302,0.02103026583790779,0.04288068413734436,0.07453008741140366,0.1105118840932846,0.13994209468364716,-9999
-9999,0.11778907477855682,0.09295474737882614,0.06272120028734207,0.036180537194013596,0.017958402633666992,0.007586520165205002,0.002759826835244894,0.0013315539108589292,0.0013836846919730306,0.001431788201443851,0.002319724764674902,0.006668661721050739,0.015952635556459427,0.03264886885881424,0.05662532150745392,0.08357551693916321,0.11391773074865341,0.14372193813323975,-9999
-9999,0.1205509826540947,0.09519818425178528,0.06455890834331512,0.03732651472091675,0.018443983048200607,0.007797664031386375,0.0028360276482999325,0.0013668545288965106,0.0014201862504705787,0.0014698522863909602,0.003022062359377742,0.008668347261846066,0.020849157124757767,0.04256080836057663,0.07388935983181,0.10935211181640625,0.13774582743644714,0.14640015363693237,-9999
-9999,0.12331753969192505,0.09748490899801254,0.06618804484605789,0.03830597922205925,0.01894562691450119,0.00938273686915636,0.004001139663159847,0.0014704664936289191,0.0014479769160971045,0.0014980146661400795,0.0033460790291428566,0.009552046656608582,0.022997872903943062,0.04704050347208977,0.08193064481019974,0.12129612267017365,0.1537482887506485,-9999,-9999
-9999,0.12578275799751282,0.09995491802692413,0.07328762114048004,0.04985574260354042,0.028924524784088135,0.014380102977156639,0.006083857733756304,0.002414225833490491,0.0014666556380689144,0.001517928671091795,0.0033888122998178005,0.009679240174591541,0.023326847702264786,0.04777979850769043,0.08337545394897461,0.12407924234867096,0.15732872486114502,-9999,-9999
-9999,0.12753483653068542,0.11958013474941254,0.0951087474822998,0.06456872075796127,0.03744802251458168,0.020090589299798012,0.009944092482328415,0.004237756598740816,0.0015568233793601394,0.0015305477427318692,0.0031428399961441755,0.009028716012835503,0.02178046852350235,0.04464825242757797,0.07796107232570648,0.11632560938596725,0.14861232042312622,0.16284872591495514,0.16367283463478088
-9999,-9999,0.13208913803100586,0.1049494668841362,0.07688236236572266,0.05221174657344818,0.030229968950152397,0.015011582523584366,0.006349766161292791,0.0023394390009343624,0.001536565599963069,0.002487089252099395,0.007167092524468899,0.017354967072606087,0.03550121560692787,0.06213478371500969,0.09269656240940094,0.11820493638515472,0.12865428626537323,0.12905821204185486
-9999,-9999,0.13370707631111145,0.12448319047689438,0.09869017452001572,0.0668380931019783,0.03868945688009262,0.01912366785109043,0.0080932741984725,0.002969224937260151,0.0015386478044092655,0.0016740636201575398,0.004837648011744022,0.011688172817230225,0.02407035045325756,0.041919391602277756,0.06278467923402786,0.07990944385528564,0.08664470911026001,0.0867999941110611
-9999,-9999,-9999,0.13601180911064148,0.10766185075044632,0.07283051311969757,0.042080529034137726,0.02077631838619709,0.008783828467130661,0.003230087459087372,0.0015394825022667646,0.0015888041816651821,0.002780386945232749,0.006693241652101278,0.013818800449371338,0.024063698947429657,0.036080099642276764,0.045705750584602356,0.049661118537187576,0.04971577599644661

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.11227992177009583,0.11240396648645401,-9999,-9999,0.1145128607749939,0.11467817425727844,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.11140879988670349,0.11137760430574417,0.1113920658826828,0.11147525906562805,0.11163568496704102,0.11186478286981583,0.11213717609643936,0.10393909364938736,0.1043102964758873,0.11355031281709671,0.11415086686611176,0.10604101419448853,0.10652878880500793,0.11583025753498077,-9999,-9999
-9999,-9999,-9999,0.11176587641239166,0.10318003594875336,0.08775024861097336,0.08775214105844498,0.08783132582902908,0.08798752725124359,0.0882093757390976,0.08848270028829575,0.08207092434167862,0.08244398236274719,0.08973666280508041,0.09026870876550674,0.0839867815375328,0.09151371568441391,0.11680683493614197,-9999,-9999
-9999,-9999,-9999,0.11205986142158508,0.08808793127536774,0.06403391063213348,0.05901869758963585,0.05909452214837074,0.059243228286504745,0.05945210158824921,0.059705257415771484,0.055507294833660126,0.0558263435959816,0.06076609343290329,0.06123984232544899,0.06184704229235649,0.09295336157083511,0.11866672337055206,-9999,-9999
-9999,-9999,0.11292136460542679,0.10411301255226135,0.08178265392780304,0.0548698827624321,0.033912479877471924,0.03397078067064285,0.03409421443939209,0.03426666557788849,0.03447328507900238,0.0320107638835907,0.03226552531123161,0.03532906249165535,0.03574410825967789,0.0585084930062294,0.08783544600009918,0.11254211515188217,0.12335506081581116,-9999
-9999,-9999,0.11340274661779404,0.08913956582546234,0.06481091678142548,0.04353675991296768,0.02478526160120964,0.01670350693166256,0.01678655855357647,0.01690448634326458,0.01704755611717701,0.015887491405010223,0.016078472137451172,0.017692076042294502,0.02675030007958412,0.04755055904388428,0.07126855105161667,0.09846688061952591,0.12571126222610474,-9999
-9999,-9999,0.11420881003141403,0.08982162922620773,0.06025607883930206,0.03449687361717224,0.016863372176885605,0.008241632021963596,0.007083832286298275,0.007152236066758633,0.007237724959850311,0.006781419739127159,0.006915218196809292,0.00900354329496622,0.018813570961356163,0.03882879391312599,0.06807514280080795,0.10164234787225723,0.12931974232196808,-9999
-9999,0.1159709095954895,0.10672631859779358,0.08385041356086731,0.056354179978370667,0.032207753509283066,0.01578334905207157,0.006612591445446014,0.0025751423090696335,0.0026142974384129047,0.002661551348865032,0.0025037385057657957,0.0028085217345505953,0.008109478279948235,0.019672932103276253,0.04042816907167435,0.07066293060779572,0.10525858402252197,0.13372190296649933,-9999
-9999,0.11699936538934708,0.09199821203947067,0.06696973741054535,0.0450882688164711,0.02590109594166279,0.012681985273957253,0.005319277290254831,0.0019416476134210825,0.0012795357033610344,0.0013144640251994133,0.001348881982266903,0.002971021458506584,0.0085009029135108,0.020520972087979317,0.04205872491002083,0.07337944209575653,0.10915780812501907,0.13856372237205505,-9999
