"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Phytoplankton

Step,61
Year,5.083313
-9999,-9999,19.149595260620117,19.08657455444336,18.96772575378418,18.877059936523438,18.700035095214844,18.50019645690918,18.274333953857422,18.043046951293945,17.842227935791016,17.741825103759766,17.770994186401367,17.930831909179688,18.16140365600586,18.466238021850586,18.69277000427246,18.924686431884766,19.052213668823242,-9999
-9999,-9999,19.22582244873047,19.10363006591797,18.986190795898438,18.768428802490234,18.524213790893555,18.271963119506836,18.024873733520508,17.791606903076172,17.616052627563477,17.51761817932129,17.528465270996094,17.64962387084961,17.857189178466797,18.129514694213867,18.4163818359375,18.621667861938477,18.76759147644043,-9999
-9999,19.535823822021484,19.3315486907959,19.182449340820312,18.89872932434082,18.59680938720703,18.30097198486328,18.01595687866211,17.77127456665039,17.580036163330078,17.45659637451172,17.39116859436035,17.386608123779297,17.45954704284668,17.600173950195312,17.798263549804688,18.065656661987305,18.30268669128418,18.399106979370117,-9999
-9999,19.61302375793457,19.415279388427734,19.143680572509766,18.757638931274414,18.385398864746094,18.0418643951416,17.748897552490234,17.531538009643555,17.394346237182617,17.32513427734375,17.291278839111328,17.289180755615234,17.323867797851562,17.40839958190918,17.535146713256836,17.744945526123047,17.933734893798828,18.016942977905273,-9999
-9999,19.643381118774414,19.415000915527344,19.040327072143555,18.583927154541016,18.16741943359375,17.806703567504883,17.526594161987305,17.348190307617188,17.255313873291016,17.214174270629883,17.196453094482422,17.191194534301758,17.20811653137207,17.25713348388672,17.343399047851562,17.475217819213867,17.59724235534668,17.6770076751709,-9999
-9999,19.562292098999023,19.263504028320312,18.826017379760742,18.346881866455078,17.941513061523438,17.61213493347168,17.375812530517578,17.244016647338867,17.185890197753906,17.158092498779297,17.138427734375,17.1013126373291,17.102741241455078,17.144460678100586,17.171384811401367,17.26646614074707,17.35101890563965,17.41065216064453,-9999
-9999,19.24441146850586,18.916967391967773,18.48932456970215,18.054656982421875,17.710378646850586,17.449020385742188,17.277080535888672,17.19788360595703,17.171142578125,17.160194396972656,17.145721435546875,17.110122680664062,17.104398727416992,17.106887817382812,17.136455535888672,17.156845092773438,17.19427490234375,17.246152877807617,-9999
-9999,18.76979637145996,18.483631134033203,18.116378784179688,17.757957458496094,17.495481491088867,17.316524505615234,17.215200424194336,17.181171417236328,17.17770767211914,17.18040657043457,17.179805755615234,17.16618537902832,17.17171287536621,17.182279586791992,17.19380760192871,17.175792694091797,17.135223388671875,17.221309661865234,-9999
-9999,18.34838104248047,18.11288070678711,17.812976837158203,17.532760620117188,17.347124099731445,17.23973274230957,17.191957473754883,17.182445526123047,17.188724517822266,17.193687438964844,17.20726776123047,17.22458839416504,17.244173049926758,17.260602951049805,17.268798828125,17.271968841552734,17.168458938598633,-9999,-9999
-9999,18.061283111572266,17.859399795532227,17.617897033691406,17.402545928955078,17.27735137939453,17.214996337890625,17.19563102722168,17.190044403076172,17.191137313842773,17.182430267333984,17.201169967651367,17.23415184020996,17.2799015045166,17.305025100708008,17.332502365112305,17.35072898864746,17.42746925354004,-9999,-9999
-9999,17.904951095581055,17.69266700744629,17.497587203979492,17.332759857177734,17.255468368530273,17.221004486083984,17.216066360473633,17.210275650024414,17.200542449951172,17.206031799316406,17.228717803955078,17.26430892944336,17.303823471069336,17.337217330932617,17.367769241333008,17.391803741455078,17.41707420349121,17.382001876831055,17.40998077392578
-9999,-9999,17.51649284362793,17.405406951904297,17.292829513549805,17.24551773071289,17.237911224365234,17.240949630737305,17.229999542236328,17.233890533447266,17.242263793945312,17.262706756591797,17.28877830505371,17.329357147216797,17.360212326049805,17.38025665283203,17.404157638549805,17.419750213623047,17.432884216308594,17.409347534179688
-9999,-9999,17.447378158569336,17.34451675415039,17.27239990234375,17.255422592163086,17.26845932006836,17.28287124633789,17.281436920166016,17.28447723388672,17.27980613708496,17.298641204833984,17.32423210144043,17.358720779418945,17.378917694091797,17.392677307128906,17.407487869262695,17.42034912109375,17.398839950561523,17.391944885253906
-9999,-9999,-9999,17.29090118408203,17.25653839111328,17.25394058227539,17.279874801635742,17.29852294921875,17.296314239501953,17.295818328857422,17.2960262298584,17.30327606201172,17.329816818237305,17.36248779296875,17.387723922729492,17.39110565185547,17.415794372558594,17.39926528930664,17.390092849731445,17.386898040771484

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.000751495361328,19.011592864990234,-9999,-9999,18.993267059326172,18.999197006225586,-9999,-9999,-9999
-9999,-9999,-9999,-9999,18.97911262512207,18.986547470092773,18.983335494995117,18.988075256347656,18.992839813232422,18.978172302246094,19.019357681274414,19.009292602539062,19.008031845092773,19.040159225463867,19.056095123291016,19.03571891784668,19.02965545654297,19.045223236083984,-9999,-9999
-9999,-9999,-9999,18.998071670532227,18.97715950012207,18.972742080688477,18.96140480041504,18.949949264526367,18.921751022338867,18.898475646972656,18.872175216674805,18.876100540161133,18.8951473236084,18.950428009033203,18.995779037475586,19.031444549560547,19.065065383911133,19.098339080810547,-9999,-9999
-9999,-9999,-9999,19.01820182800293,18.99529457092285,18.9420108795166,18.88573455810547,18.817012786865234,18.741744995117188,18.645591735839844,18.558250427246094,18.527929306030273,18.566604614257812,18.680532455444336,18.805330276489258,18.942190170288086,19.064937591552734,19.10971450805664,-9999,-9999
-9999,-9999,19.103281021118164,19.049455642700195,18.98674774169922,18.89447784423828,18.843042373657227,18.708789825439453,18.54340362548828,18.36484718322754,18.201448440551758,18.136411666870117,18.17349624633789,18.331974029541016,18.556501388549805,18.795137405395508,18.943954467773438,19.085622787475586,19.210634231567383,-9999
-9999,-9999,19.149612426757812,19.086469650268555,18.96742057800293,18.876686096191406,18.69981575012207,18.500402450561523,18.275522232055664,18.045942306518555,17.847204208374023,17.74827766418457,17.77778434753418,17.9368896484375,18.16632080078125,18.470842361450195,18.696819305419922,18.92830467224121,19.055383682250977,-9999
-9999,-9999,19.22529411315918,19.103025436401367,18.985538482666016,18.767763137817383,18.52382469177246,18.2723445892334,18.026599884033203,17.79525375366211,17.621482849121094,17.524410247802734,17.535642623901367,17.65633773803711,17.862991333007812,18.13458824157715,18.421119689941406,18.625646591186523,18.7712345123291,-9999
