"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapCatch
Contaminant Concentrations,Whiting

Step,61
Year,5.083313
-9999,-9999,0.31963199377059937,0.3176761269569397,0.300931841135025,0.2467132806777954,0.18877504765987396,0.14908982813358307,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,0.29453590512275696,0.2801414430141449,0.2256810963153839,0.16758060455322266,0.12956495583057404,0,0,0,0,0,0,0,0,0,0,0,0

Step,73
Year,6.083309
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.02225860022008419,0.021333493292331696,-9999,-9999,0.016665836796164513,0.014610945247113705,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.025151018053293228,0.02881447970867157,0.03596465662121773,0.04217147082090378,0.04604911804199219,0.04803236573934555,0.03882081061601639,0.03254074603319168,0.03178435191512108,0.03135906532406807,0.02557256445288658,0.01958361081779003,0.01591695100069046,0.0138142891228199,-9999,-9999
-9999,-9999,-9999,0.02270999737083912,0.02644062228500843,0.03166552633047104,0.03984765335917473,0.04855642467737198,0.05847529321908951,0.06685537844896317,0.0715995728969574,0.06910143792629242,0.06519365310668945,0.05440690368413925,0.04139064997434616,0.029151830822229385,0.021273726597428322,0.01759662665426731,-9999,-9999
-9999,-9999,-9999,0.022611401975154877,0.027010127902030945,0.03672168031334877,0.050248026847839355,0.06802508980035782,0.09276261925697327,0.12994152307510376,0.16976439952850342,0.18747620284557343,0.17268303036689758,0.12741009891033173,0.08575786650180817,0.05285017937421799,0.03435670584440231,0.030091797932982445,-9999,-9999
