"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Cod

Step,61
Year,5.083313
-9999,3.5715885162353516,3.9593069553375244,4.560588836669922,4.911990165710449,4.893312454223633,4.695666790008545,4.450638771057129,4.261636257171631,4.111490726470947,3.8983681201934814,3.573049783706665,3.161115884780884,2.730872869491577,2.362452745437622,2.0541269779205322,1.8115918636322021,1.5863155126571655,1.4229364395141602,1.2428641319274902
-9999,-9999,4.305825710296631,4.725444316864014,4.943708896636963,4.769199371337891,4.422342300415039,4.101047992706299,3.9076969623565674,3.703904390335083,3.468039035797119,3.146375894546509,2.7641658782958984,2.326428174972534,1.962639331817627,1.6881593465805054,1.442629337310791,1.267579197883606,1.139223337173462,1.1690673828125
-9999,-9999,4.655609607696533,4.859119415283203,4.919235706329346,4.595775604248047,4.1136345863342285,3.702667713165283,3.4528987407684326,3.242549180984497,3.0648458003997803,2.7661850452423096,2.399111747741699,1.9952006340026855,1.683330774307251,1.4535775184631348,1.2627333402633667,1.1407947540283203,1.1718758344650269,1.1902775764465332
-9999,-9999,-9999,4.91140604019165,4.893022537231445,4.506041526794434,3.951763868331909,3.500936508178711,3.238420248031616,3.0451924800872803,2.863173246383667,2.6163840293884277,2.257112503051758,1.8676607608795166,1.5511521100997925,1.3681745529174805,1.1690882444381714,1.167433738708496,1.1907628774642944,1.204415202140808

Step,73
Year,6.083309
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.22826649248600006,0.2246471792459488,-9999,-9999,0.19974833726882935,0.1867896318435669,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.199171245098114,0.21795499324798584,0.2532939314842224,0.2877674996852875,0.31586331129074097,0.33692264556884766,0.3127182722091675,0.28982093930244446,0.2913047969341278,0.2975535988807678,0.2693975269794464,0.2300289422273636,0.2065628468990326,0.1961136907339096,-9999,-9999
-9999,-9999,-9999,0.19650733470916748,0.21212418377399445,0.23830558359622955,0.27931058406829834,0.32505345344543457,0.37691110372543335,0.4239964783191681,0.45770686864852905,0.4627562165260315,0.45835763216018677,0.4241643249988556,0.3707217574119568,0.3085235059261322,0.2623561918735504,0.23942165076732635,-9999,-9999
-9999,-9999,-9999,0.2082354873418808,0.23073749244213104,0.2790897786617279,0.34395188093185425,0.42534178495407104,0.529567301273346,0.6659306883811951,0.7998976111412048,0.8699550628662109,0.8518982529640198,0.7389003038406372,0.6069167852401733,0.4742327332496643,0.3812901973724365,0.3583333492279053,-9999,-9999
-9999,-9999,0.19949714839458466,0.22290825843811035,0.2655467092990875,0.3372787535190582,0.4337942600250244,0.5656223893165588,0.7683681845664978,1.0344107151031494,1.322011947631836,1.4775208234786987,1.4688197374343872,1.26814866065979,0.9958356618881226,0.7557303309440613,0.5910850763320923,0.5306046605110168,0.507347822189331,-9999
-9999,-9999,0.2174745351076126,0.24822980165481567,0.3215313255786896,0.432698518037796,0.5773538947105408,0.7869933247566223,1.0972329378128052,1.499091625213623,1.9151397943496704,2.1723875999450684,2.1834075450897217,1.9462299346923828,1.5948097705841064,1.2075344324111938,0.9327836036682129,0.768029510974884,0.7074912190437317,-9999
-9999,-9999,0.264057993888855,0.31728002429008484,0.434154212474823,0.6022980213165283,0.8354218602180481,1.1507786512374878,1.551505446434021,2.0256967544555664,2.4497320652008057,2.7422022819519043,2.796489953994751,2.6075356006622314,2.248823404312134,1.8178613185882568,1.4468955993652344,1.1841822862625122,1.0791692733764648,-9999
-9999,0.29731619358062744,0.34448087215423584,0.44420355558395386,0.642493486404419,0.9276183247566223,1.2864488363265991,1.7356308698654175,2.2179934978485107,2.6709516048431396,3.016731023788452,3.2545835971832275,3.353803873062134,3.2554502487182617,3.000544548034668,2.620173931121826,2.1369781494140625,1.7852048873901367,1.6331689357757568,-9999
-9999,0.38013800978660583,0.4600660800933838,0.6587308645248413,0.9859703779220581,1.4302595853805542,1.966496467590332,2.5520763397216797,3.071354627609253,3.4446239471435547,3.666921615600586,3.829117774963379,3.921020746231079,3.9150850772857666,3.762800931930542,3.4890317916870117,2.986600399017334,2.584348678588867,2.403402805328369,-9999
-9999,0.5561520457267761,0.6795052289962769,0.9734201431274414,1.4193472862243652,2.0083603858947754,2.70892071723938,3.401899576187134,3.8986611366271973,4.180211544036865,4.333630561828613,4.45133113861084,4.560330390930176,4.594199180603027,4.512726783752441,4.302253723144531,3.927913188934326,3.5401296615600586,3.351949691772461,-9999
-9999,0.8682234287261963,1.035191297531128,1.4326831102371216,1.9797767400741577,2.6467509269714355,3.4032163619995117,4.068462371826172,4.4593963623046875,4.636895656585693,4.734171390533447,4.857604503631592,5.064455032348633,5.14229154586792,5.077288627624512,5.030120372772217,4.7458882331848145,4.457202434539795,4.298793792724609,-9999
-9999,1.3685530424118042,1.60452401638031,2.1213347911834717,2.713371515274048,3.3683180809020996,4.026318550109863,4.527096271514893,4.729326248168945,4.749414443969727,4.752920150756836,4.819377899169922,4.9940667152404785,5.062051296234131,5.083741188049316,5.039945602416992,5.034876346588135,4.969648838043213,4.865563869476318,-9999
-9999,2.043928623199463,2.3453333377838135,2.9650373458862305,3.582864284515381,4.126519203186035,4.557596206665039,4.7826457023620605,4.773612976074219,4.664132595062256,4.562460422515869,4.506661415100098,4.52074670791626,4.469839572906494,4.416238307952881,4.403242111206055,4.569554328918457,4.849598407745361,4.861128807067871,-9999
-9999,2.7078683376312256,3.044281482696533,3.7254598140716553,4.306806564331055,4.663202285766602,4.825454235076904,4.809999465942383,4.6714630126953125,4.4964070320129395,4.3385138511657715,4.150221824645996,3.9466118812561035,3.7376792430877686,3.5779948234558105,3.5020906925201416,3.54962158203125,3.966237783432007,-9999,-9999
-9999,3.16288423538208,3.525120735168457,4.202737808227539,4.671703338623047,4.835874080657959,4.798230171203613,4.6498212814331055,4.482334613800049,4.317729473114014,4.180325508117676,3.914806365966797,3.565248489379883,3.167009115219116,2.8798506259918213,2.6394662857055664,2.4903438091278076,2.2193784713745117,-9999,-9999
-9999,3.493028163909912,3.871354579925537,4.459317684173584,4.803798675537109,4.787962913513184,4.5993146896362305,4.366671562194824,4.191204071044922,4.055481910705566,3.8535714149475098,3.537041425704956,3.1316418647766113,2.7051382064819336,2.340975522994995,2.0358800888061523,1.795780897140503,1.5737334489822388,1.414839506149292,1.2369288206100464
-9999,-9999,4.2081379890441895,4.619034767150879,4.834316730499268,4.667418479919434,4.334226608276367,4.028463840484619,3.8512122631073,3.6602120399475098,3.4339864253997803,3.1197872161865234,2.7431139945983887,2.309636354446411,1.9491413831710815,1.6770238876342773,1.4335923194885254,1.2602704763412476,1.1337286233901978,1.164013385772705
-9999,-9999,4.548794746398926,4.748685359954834,4.810065746307373,4.4984588623046875,4.033581733703613,3.640170097351074,3.406906843185425,3.208050489425659,3.038156509399414,2.745850086212158,2.383605480194092,1.9833747148513794,1.6739375591278076,1.4457788467407227,1.2563631534576416,1.1355345249176025,1.1670323610305786,1.1856883764266968
